k,m,n,fout_hz,fvco_hz,vco_duty,logic_delay_ps,rise_fall_skew_ps,setup_min_ps,hold_min_ps,setup_violations,hold_violations,timing_valid,divider_raw_tie_fs,retimed_raw_tie_fs,retimer_added_raw_tie_fs,common_timing_gain,mean_output_duty_percent
19,6,114,456000000,2736000000,0.6,50,0,137.58627988308592,906.3440238705103,0,0,True,3007.9661636830833,159.55218308055794,57.79810896063837,0.9996603074042085,50.00003229827013
19,6,114,456000000,2736000000,0.5,50,4,101.03656638115643,942.8937254224991,0,0,True,3007.9661636830833,159.55215096669474,57.798108956387,0.9996603005717717,50.18243229862005
19,6,114,456000000,2736000000,0.4,110,0,4.4868528801118,1039.4434269719088,0,0,True,3007.966163671646,159.5521190187707,57.798108963870405,0.9996602948552533,50.000032298270234
20,6,120,480000000,2880000000,0.4,50,0,58.058064921721424,929.5179146638185,0,0,True,2973.9719652333706,162.54978117957504,58.2650059160113,0.9988954209366147,50.00003956788049
20,6,120,480000000,2880000000,0.5,50,0,92.780291605907,894.7956863042018,0,0,True,2973.9719652333706,162.5498673663715,58.26500591471182,0.998895335708263,50.00003956788079
20,6,120,480000000,2880000000,0.6,50,0,127.5025182883985,860.0734579479731,0,0,True,2973.9719652333706,162.54995353146074,58.26500591151797,0.9988952504041829,50.00003956788106
20,6,120,480000000,2880000000,0.5,50,4,92.780291605907,894.7956863042018,0,0,True,2973.9719652333706,162.54986729283473,58.26500591424677,0.9988953351914952,50.19203956986369
20,6,120,480000000,2880000000,0.4,110,0,-1.941935077393704,989.5179146629337,19,0,False,2973.97196522456,,,,
21,6,126,504000000,3024000000,0.4,50,0,50.54171427999174,888.9011077574125,0,0,True,2991.4658611155546,160.27498707326393,57.661186739162005,0.9974021611128926,50.000004497068
21,6,126,504000000,3024000000,0.5,50,0,83.61049404845738,855.8323210974868,0,0,True,2991.4658611155546,160.27531433913552,57.6611867441267,0.9974022690458655,50.00000449706874
21,6,126,504000000,3024000000,0.6,50,0,116.67927381692303,822.7635344375611,0,0,True,2991.4658611155546,160.2756415999334,57.66118673409295,0.9974023769978649,50.00000449706852
21,6,126,504000000,3024000000,0.5,50,4,83.61049404845738,855.8323210974868,0,0,True,2991.4658611155546,160.27531429552488,57.66118674517049,0.9974022687322603,50.20160449853675
21,6,126,504000000,3024000000,0.4,110,0,-9.458285719123387,948.9011077565276,3717,0,False,2991.4658611103564,,,,
22,6,132,528000000,3168000000,0.4,50,0,45.557499602587654,847.1520884343305,0,0,True,3002.4921059009175,156.76181204275204,58.13429638664054,0.9955893099791191,50.00000255883105
22,6,132,528000000,3168000000,0.5,50,0,77.12314913629724,815.5864333440848,0,0,True,3002.4921059009175,156.7620247598324,58.13429638556776,0.9955893212182573,50.00000255883181
22,6,132,528000000,3168000000,0.6,50,0,108.68879867000683,784.020778253839,0,0,True,3002.4921059009175,156.76223748002465,58.13429638960281,0.9955893323791641,50.00000255883169
22,6,132,528000000,3168000000,0.5,50,4,77.12314913629724,815.5864333440848,0,0,True,3002.4921059009175,156.76202475434013,58.134296389577905,0.9955893211670905,50.21120256092206
22,6,132,528000000,3168000000,0.4,110,0,-14.442500396527473,907.1520884342926,14648,0,False,3002.492105902808,,,,
23,6,138,552000000,3312000000,0.4,50,0,37.858822513488136,812.9776604373886,0,0,True,2995.9612700957823,157.02843636335558,57.572908114707246,0.9942959703682346,50.000010856984154
23,6,138,552000000,3312000000,0.5,50,0,68.05205792908345,782.7844223784152,0,0,True,2995.9612700957823,157.02843537673442,57.572908116788014,0.9942958452038584,50.000010856983636
23,6,138,552000000,3312000000,0.6,50,0,98.24529334467874,752.5911843196536,0,0,True,2995.9612700957823,157.02843439956382,57.5729081201584,0.9942957200520601,50.00001085698409
23,6,138,552000000,3312000000,0.5,50,4,68.05205792908345,782.7844223784152,0,0,True,2995.9612700957823,157.02843537714134,57.57290811666886,0.9942958452071352,50.22081085651692
23,6,138,552000000,3312000000,0.4,110,0,-22.14117748647402,872.9776604375626,16369,0,False,2995.961270094592,,,,
24,6,144,576000000,3456000000,0.4,50,0,33.1757854293859,781.6533214855947,0,0,True,3009.520040294135,160.35582131258798,58.39499776542463,0.9966495713953293,49.99993826137096
24,6,144,576000000,3456000000,0.5,50,0,62.11097415640869,752.718132040288,0,0,True,3009.520040294135,160.35585435407427,58.39499776278095,0.9966495592112918,49.99993826137104
