k,m,n,fout_hz,fvco_hz,method,design_crossover_hz,window,high_hz,reference_fs,reference_buffer_fs,sampler_fs,charge_pump_fs,retimer_fs,output_buffer_fs,vco_fs,filter_resistor_fs,total_fs,below_200fs_in_hypothesis
19,6,114,456000000,2736000000,hybrid,1000000,10k_to_fout_over_2,228000000.0,59.55094612696113,36.7285949691731,39.70347739493703,35.60878071493665,30.198675467642627,30.198675467642627,125.97331408247854,109.05710827145874,193.20016816694542,True
20,6,120,480000000,2880000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,177.6832542391493,True
20,6,120,480000000,2880000000,hybrid,1000000,10k_to_fout_over_2,240000000.0,59.550946564582084,36.72859524564234,37.71830380910932,33.8283419338278,30.983221265710906,30.983221265710906,119.7765303897611,103.60425492517086,185.64081172116582,True
21,6,126,504000000,3024000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,35.8755899385322,32.17567072105093,6.3213922517116385,6.3213922517116385,110.0313668217344,98.5166625733265,170.57996745965892,True
21,6,126,504000000,3024000000,hybrid,1000000,10k_to_fout_over_2,252000000.0,59.55094688773088,36.72859544972949,35.922194303519916,32.217468687427925,31.748385785737202,31.748385785737202,114.16937236521177,98.67072059977771,178.91380891671344,True
22,6,132,528000000,3168000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,34.24488130496255,30.71314023373042,6.3213922517116385,6.3213922517116385,105.02994105711011,94.0386324563571,164.174665709527,True
22,6,132,528000000,3168000000,hybrid,1000000,10k_to_fout_over_2,264000000.0,59.55094712829897,36.72859560170931,34.289367431610025,30.75303841979828,32.49553815526063,32.49553815526063,109.07150213909921,94.18568910421897,172.90538378135315,True
23,6,138,552000000,3312000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,32.75597342213809,29.377786310524755,6.3213922517116385,6.3213922517116385,100.46342188071402,89.94999626260245,158.3750869185824,True
23,6,138,552000000,3312000000,hybrid,1000000,10k_to_fout_over_2,276000000.0,59.55094730638119,36.72859571417858,32.79852546980084,29.415949882927215,33.22589351695453,33.22589351695453,104.4165349575793,90.09066015222226,167.5213606318359,True
24,6,144,576000000,3456000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,31.391141196215667,28.153711880919552,6.3213922517116385,6.3213922517116385,96.27744596901758,86.20207975166068,153.10434175296496,True
24,6,144,576000000,3456000000,hybrid,1000000,10k_to_fout_over_2,288000000.0,59.5509474388936,36.72859579789388,31.431920313535084,28.190285368725892,33.940536236188144,33.940536236188144,100.14914914021239,86.33688344680142,162.68310425713125,True
25,6,150,600000000,3600000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,30.135495548367036,27.02756340568277,6.3213922517116385,6.3213922517116385,92.42634813025688,82.75399656159425,148.297842603023,True
25,6,150,600000000,3600000000,hybrid,1000000,10k_to_fout_over_2,300000000.0,59.55094753665271,36.72859585963431,30.174643551716983,27.062673999468963,34.64043879629701,34.64043879629701,96.22286385930687,82.88340876196571,158.32441858758875,True
26,6,156,624000000,3744000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,28.976438027276,25.988041736233434,6.3213922517116385,6.3213922517116385,88.87148858678547,79.57115053999448,143.90094101647742,True
26,6,156,624000000,3744000000,hybrid,1000000,10k_to_fout_over_2,312000000.0,59.550947608934365,36.728595905298754,29.014080374262438,26.021801954919077,35.326477322257865,35.326477322257865,92.59834780590006,79.69558587672856,154.3891724825916,True
27,6,162,648000000,3888000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,27.903236618858372,25.02552167192849,6.3213922517116385,6.3213922517116385,85.5799519724601,76.62407089036505,139.867089902113,True
27,6,162,648000000,3888000000,hybrid,1000000,10k_to_fout_over_2,324000000.0,59.55094766173752,36.72859593864675,27.93948483021318,25.058031534895914,35.99944444015768,35.99944444015768,89.24209116514088,76.74389794835956,150.82944537407963,True
28,4,112,672000000,2688000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,40.36003868084872,36.19762956118228,6.3213922517116385,6.3213922517116385,123.7852876744512,110.8312453949923,188.43652134903456,True
28,4,112,672000000,2688000000,hybrid,1000000,10k_to_fout_over_2,336000000.0,59.55094770026662,36.72859596298798,40.41246915619812,36.24465277985209,36.660060010861955,36.660060010861955,129.18805381897263,111.00456721563907,198.8507853746374,True
29,4,116,696000000,2784000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,38.96831320909531,34.94943543838289,6.3213922517116385,6.3213922517116385,119.51682947878045,107.00947831240636,182.86074624883938,True
29,4,116,696000000,2784000000,hybrid,1000000,10k_to_fout_over_2,348000000.0,59.55094772791814,36.72859598045121,39.01893575557107,34.994837183392605,37.30898015223679,37.30898015223679,124.83512551647742,107.17682397135368,193.64147612089513,True
30,4,120,720000000,2880000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,177.6832542391493,True
30,4,120,720000000,2880000000,hybrid,1000000,10k_to_fout_over_2,360000000.0,59.550947747650895,36.728595992917754,37.718304576521184,33.828342622094986,37.946804872083746,37.946804872083746,120.77215395195573,103.60426355075592,188.84387467436923,True
31,4,124,744000000,2976000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,36.45422848592787,32.69463315203561,6.3213922517116385,6.3213922517116385,111.80606628660107,100.10564100192853,172.8651055009269,True
31,4,124,744000000,2976000000,hybrid,1000000,10k_to_fout_over_2,372000000.0,59.550947761409134,36.72859600160658,36.50158508268787,32.73710577106228,38.57408456464001,38.57408456464001,116.97109482930735,100.26219085370542,184.41814686114105,True
32,4,128,768000000,3072000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,35.315033845742626,31.6729258660345,6.3213922517116385,6.3213922517116385,108.3121267151448,96.97733972061826,168.37222493865306,True
32,4,128,768000000,3072000000,hybrid,1000000,10k_to_fout_over_2,384000000.0,59.55094777088049,36.728596007590426,35.36091055461488,31.714071220883476,39.19132557084538,39.19132557084538,113.4074061605683,97.12899766107792,180.32937479087386,True
33,4,132,792000000,3168000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,34.24488130496255,30.71314023373042,6.3213922517116385,6.3213922517116385,105.02994105711011,94.0386324563571,164.174665709527,True
33,4,132,792000000,3168000000,hybrid,1000000,10k_to_fout_over_2,396000000.0,59.55094777718108,36.728596011569344,34.28936781425033,30.753038762976153,39.79899496218464,39.79899496218464,110.05952068766032,94.18569493407952,176.54681676148311,True
34,4,136,816000000,3264000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,33.23767891364012,29.809812579797175,6.3213922517116385,6.3213922517116385,101.94082514366568,91.27279032528779,160.24600269538573,True
34,4,136,816000000,3264000000,hybrid,1000000,10k_to_fout_over_2,408000000.0,59.5509477812663,36.72859601415042,33.280856998522935,29.84853762498619,40.397524676643215,40.397524676643215,106.90840592388322,91.41552763507431,173.04329440261168,True
35,4,140,840000000,3360000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,32.28803094467897,28.958103648945826,6.3213922517116385,6.3213922517116385,99.02823013956095,88.66499631599385,156.56282992786643,True
35,4,140,840000000,3360000000,hybrid,1000000,10k_to_fout_over_2,420000000.0,59.55094778377085,36.728596015732,32.329975371385885,28.995722265520897,40.987315110897384,40.987315110897384,103.93720458972557,88.80365558883332,169.79468810393476,True
36,4,144,864000000,3456000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,31.391141196215667,28.153711880919552,6.3213922517116385,6.3213922517116385,96.27744596901758,86.20207975166068,153.10434175296496,True
36,4,144,864000000,3456000000,hybrid,1000000,10k_to_fout_over_2,432000000.0,59.55094778522419,36.7285960166503,31.431920500744354,28.190285536627908,41.56873825364435,41.56873825364435,101.13093068706428,86.33688752674162,166.77951391556323,True
37,4,148,888000000,3552000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,30.542731974696324,27.39280074900281,6.3213922517116385,6.3213922517116385,93.67535283471982,83.8722938124266,149.85198189188327,True
37,4,148,888000000,3552000000,hybrid,1000000,10k_to_fout_over_2,444000000.0,59.55094778597848,36.728596017126584,30.582409136255958,27.428385927885547,42.14214042974081,42.14214042974081,98.4762182143872,84.00345826358813,163.9785711757301,True
38,4,152,912000000,3648000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,29.738975870099054,26.671937571397475,6.3213922517116385,6.3213922517116385,91.21021197064826,81.66512818578381,146.78914789060968,True
38,4,152,912000000,3648000000,hybrid,1000000,10k_to_fout_over_2,456000000.0,59.55094778631539,36.7285960173395,29.77760889600079,26.706586298359174,42.70784471265198,42.70784471265198,95.96110706092743,81.79284105385179,161.3746442504141,True
39,4,156,936000000,3744000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,28.976438027276,25.988041736233434,6.3213922517116385,6.3213922517116385,88.87148858678547,79.57115053999448,143.90094101647742,True
39,4,156,936000000,3744000000,hybrid,1000000,10k_to_fout_over_2,468000000.0,59.550947786421226,36.728596017406296,29.014080462822765,26.021802034346013,43.26615305293497,43.26615305293497,93.57486350683114,79.69558881822114,158.95225116774466,True
40,4,160,960000000,3840000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,28.2520270765941,25.3383406928276,6.3213922517116385,6.3213922517116385,86.64970137211584,77.58187177649461,141.17395364842997,True
40,4,160,960000000,3840000000,hybrid,1000000,10k_to_fout_over_2,480000000.0,59.55094778643452,36.728596017414695,28.28872845125866,25.371256983493158,43.817348162571335,43.817348162571335,91.30782660862847,77.70319918492028,156.6974293010174,True
41,4,164,984000000,3936000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,27.562953245457656,24.720332383246436,6.3213922517116385,6.3213922517116385,84.53629402157641,75.68963100145815,138.59608775969875,True
41,4,164,984000000,3936000000,hybrid,1000000,10k_to_fout_over_2,492000000.0,59.55094778644512,36.72859601742141,27.598759464647642,24.75244583755883,44.361695188529396,44.361695188529396,89.15127761991381,75.80799928173558,154.59755270691113,True
