design_crossover_hz,r_ohm,c1_pf,c2_pf,ct_phase_margin_deg,sampled_radius,stable,filter_cap_area_mm2_at_1ff_um2,required_density_ff_um2_to_fit_filter_budget,filter_area_mm2_density_1,filter_area_mm2_density_1.5,filter_area_mm2_density_2,worst_fixed_fs,worst_wide_fs
200000,4444.444444444444,716.1972439135292,47.74648292756861,61.927513064147035,0.9802387175609512,True,0.9167324722093173,22.918311805232932,0.9167324722093173,0.6111549814728782,0.45836623610465865,345.0825980049008,350.76418716195803
400000,8888.888888888889,179.0493109783823,11.936620731892152,61.927513064147035,0.9609863672490051,True,0.22918311805232933,5.729577951308233,0.22918311805232933,0.15278874536821954,0.11459155902616466,241.93456427692823,249.98162029046625
600000,13333.333333333332,79.57747154594767,5.305164769729846,61.927513064147035,0.9422865606421407,True,0.10185916357881303,2.5464790894703255,0.10185916357881303,0.06790610905254202,0.050929581789406514,209.10671104355643,218.39455810216901
800000,17777.777777777777,44.762327744595574,2.984155182973038,61.927513064147035,0.9241753055238906,True,0.05729577951308233,1.4323944878270582,0.05729577951308233,0.038197186342054885,0.028647889756541166,194.91377190165073,204.90299673000263
1000000,22222.22222222222,28.64788975654117,1.9098593171027445,61.927513064147035,0.9066796535243451,True,0.03666929888837269,0.9167324722093173,0.03666929888837269,0.024446199258915127,0.018334649444186345,188.43652134903456,198.8507853746374
1200000,26666.666666666664,19.89436788648692,1.3262911924324614,61.927513064147035,0.8898170688290891,True,0.025464790894703257,0.6366197723675814,0.025464790894703257,0.016976527263135505,0.012732395447351628,185.8844046939401,196.59056209400535
1600000,35555.555555555555,11.190581936148893,0.7460387957432595,61.927513064147035,0.8580139142751784,True,0.014323944878270583,0.35809862195676456,0.014323944878270583,0.009549296585513721,0.0071619724391352915,186.70623251437846,197.9204410829189
2400000,53333.33333333333,4.97359197162173,0.33157279810811535,61.927513064147035,0.8018202885976787,True,0.006366197723675814,0.15915494309189535,0.006366197723675814,0.004244131815783876,0.003183098861837907,198.43123371491492,211.64715679808378
4000000,88888.88888888888,1.790493109783823,0.11936620731892153,61.927513064147035,0.7136284290143974,True,0.002291831180523293,0.05729577951308233,0.002291831180523293,0.0015278874536821955,0.0011459155902616466,239.09615641513835,269.46615440141113
