time_us,unwrapped_phase_rad,control_deviation_v
0.0,0.5,0.0
0.04166666666666667,1.4666013415319605,-0.0026257908949311307
0.08333333333333334,2.309390613606608,-0.006623279020812846
0.125,3.1367023214505094,-0.007156720029434104
0.16666666666666669,4.075753455748254,-0.0037136045419731228
0.20833333333333334,5.195469304622811,0.0019228600332567437
0.25,6.407289111796481,0.0047740019461092135
0.29166666666666663,7.492207640292845,0.0007166025953665611
0.33333333333333337,8.387229553634523,-0.005217417146472693
0.375,9.211584454009612,-0.007390540506267191
0.4166666666666667,10.111319575442772,-0.005052722392516179
0.4583333333333333,11.182153322868924,0.0002857884745749511
0.5,12.385051754336015,0.004406021022120634
0.5416666666666666,13.5129609542972,0.0019794481513840307
0.5833333333333333,14.443820231774119,-0.004208117524698469
0.625,15.265210740131039,-0.007587645774177084
0.6666666666666667,16.12476370911665,-0.006404876560243432
0.7083333333333334,17.13696022495162,-0.0016535732552489912
0.75,18.31183903851089,0.003433442271961444
0.7916666666666666,19.478883533539218,0.0031274583625066836
0.8333333333333334,20.460240573795378,-0.0027368449749519586
0.875,21.292608799119307,-0.007356163138967581
0.9166666666666666,22.11836656615703,-0.0075574115591421995
0.9583333333333334,23.066763050082553,-0.0037524195101714983
1.0,24.19196893338909,0.0017743863897270043
1.0416666666666667,25.38257144506754,0.0037874708676469255
1.0833333333333333,26.427172056959908,-0.0008565900600757342
1.125,27.28970738309177,-0.006532576575820943
1.1666666666666665,28.093976473274264,-0.008328808566587619
1.2083333333333333,28.979391702928726,-0.005821324577502629
1.25,30.035293687464293,-0.0005047011611091697
1.2916666666666667,31.220566824201065,0.0035338841574890085
1.3333333333333335,32.332217931515224,0.0011575200372161134
1.375,33.248281202443756,-0.0049816302807764905
1.4166666666666667,34.05045813620054,-0.00850280446328956
1.4583333333333333,34.881388287446974,-0.007620413066785883
1.5,35.85574464414679,-0.0031660045785424297
1.5416666666666665,36.99840430530856,0.002097914083801735
1.5833333333333333,38.1621584445904,0.0027131088293350417
1.625,39.154617835625295,-0.002706358217284668
1.6666666666666667,39.98191085044428,-0.007839524105760864
1.7083333333333335,40.77582167870631,-0.008874116518697179
1.75,41.66773892749423,-0.005847949365383023
1.7916666666666667,42.73313473128674,-0.0004346911515548482
1.8333333333333333,43.90936996544493,0.003021185266933617
1.875,44.98940776020566,-5.931331238965744e-05
1.9166666666666667,45.87557952747781,-0.006130315737908881
1.9583333333333333,46.660091526223226,-0.009274620179218747
2.0,47.48184728965613,-0.008137159736766654
2.0416666666666665,48.44955805036249,-0.0036065353666678963
