k,m,n,fout_hz,fvco_hz,method,design_crossover_hz,window,high_hz,reference_fs,reference_buffer_fs,sampler_fs,charge_pump_fs,retimer_fs,output_buffer_fs,vco_fs,filter_resistor_fs,total_fs,below_200fs_in_hypothesis,vco_l1mhz_dbc_hz,reference_asd_as_sqrt_hz
23,6,138,552000000,3312000000,hybrid,1000000,10k_to_fout_over_2,276000000.0,178.65284191914358,36.72859571417858,32.79852546980084,29.415949882927215,33.22589351695453,33.22589351695453,63.90104456698402,90.09066015222226,222.74303489187946,False,-125,120
24,6,144,576000000,3456000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,31.391141196215667,28.153711880919552,6.3213922517116385,6.3213922517116385,57.180225992803855,86.20207975166068,213.86900177689606,False,-125,120
24,6,144,576000000,3456000000,hybrid,1000000,10k_to_fout_over_2,288000000.0,178.65284231668082,36.72859579789388,31.431920313535084,28.190285368725892,33.940536236188144,33.940536236188144,61.371282779361934,86.33688344680142,220.39259836521617,False,-125,120
25,6,150,600000000,3600000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,30.135495548367036,27.02756340568277,6.3213922517116385,6.3213922517116385,54.8930169530917,82.75399656159425,211.56947420975982,False,-125,120
25,6,150,600000000,3600000000,hybrid,1000000,10k_to_fout_over_2,300000000.0,178.65284260995813,36.72859585963431,30.174643551716983,27.062673999468963,34.64043879629701,34.64043879629701,59.04351058910577,82.88340876196571,218.32187465895962,False,-125,120
26,6,156,624000000,3744000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,28.976438027276,25.988041736233434,6.3213922517116385,6.3213922517116385,52.78174707028049,79.57115053999448,209.5090236260813,False,-125,120
26,6,156,624000000,3744000000,hybrid,1000000,10k_to_fout_over_2,312000000.0,178.6528428268031,36.728595905298754,29.014080374262438,26.021801954919077,35.326477322257865,35.326477322257865,56.89443827843631,79.69558587672856,216.4926385803271,False,-125,120
27,6,162,648000000,3888000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,27.903236618858372,25.02552167192849,6.3213922517116385,6.3213922517116385,50.82686754915899,76.62407089036505,207.65602312021485,False,-125,120
27,6,162,648000000,3888000000,hybrid,1000000,10k_to_fout_over_2,324000000.0,178.65284298521254,36.72859593864675,27.93948483021318,25.058031534895914,35.99944444015768,35.99944444015768,54.90422169811401,76.74389794835956,214.87290954396465,False,-125,120
28,4,112,672000000,2688000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,40.36003868084872,36.19762956118228,6.3213922517116385,6.3213922517116385,73.51743341931926,110.8312453949923,232.14029586697959,False,-125,120
28,4,112,672000000,2688000000,hybrid,1000000,10k_to_fout_over_2,336000000.0,178.65284310079986,36.72859596298798,40.41246915619812,36.24465277985209,36.660060010861955,36.660060010861955,79.58377706267865,111.00456721563907,239.90869542836,False,-125,120
29,4,116,696000000,2784000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,38.96831320909531,34.94943543838289,6.3213922517116385,6.3213922517116385,70.98234950830825,107.00947831240636,229.10925940893011,False,-125,120
29,4,116,696000000,2784000000,hybrid,1000000,10k_to_fout_over_2,348000000.0,178.6528431837544,36.72859598045121,39.01893575557107,34.994837183392605,37.30898015223679,37.30898015223679,77.0019941904498,107.17682397135368,237.0928991412786,False,-125,120
30,4,120,720000000,2880000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,68.61627119136463,103.44249570199281,226.34144829670657,False,-125,120
30,4,120,720000000,2880000000,hybrid,1000000,10k_to_fout_over_2,360000000.0,178.65284324295268,36.728595992917754,37.718304576521184,33.828342622094986,37.946804872083746,37.946804872083746,74.5919174407713,103.60426355075592,234.54332862068875,False,-125,120
31,4,124,744000000,2976000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,36.45422848592787,32.69463315203561,6.3213922517116385,6.3213922517116385,66.40284308841738,100.10564100192853,223.80765095669537,False,-125,120
31,4,124,744000000,2976000000,hybrid,1000000,10k_to_fout_over_2,372000000.0,178.6528432842274,36.72859600160658,36.50158508268787,32.73710577106228,38.57408456464001,38.57408456464001,72.33694131578353,100.26219085370542,232.23042862491195,False,-125,120
32,4,128,768000000,3072000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,35.315033845742626,31.6729258660345,6.3213922517116385,6.3213922517116385,64.32775424190434,96.97733972061826,221.48256842968004,False,-125,120
32,4,128,768000000,3072000000,hybrid,1000000,10k_to_fout_over_2,384000000.0,178.65284331264147,36.728596007590426,35.36091055461488,31.714071220883476,39.19132557084538,39.19132557084538,70.22253278091033,97.12899766107792,230.1285962105676,False,-125,120
33,4,132,792000000,3168000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,34.24488130496255,30.71314023373042,6.3213922517116385,6.3213922517116385,62.37842835578604,94.0386324563571,219.34420320965654,False,-125,120
33,4,132,792000000,3168000000,hybrid,1000000,10k_to_fout_over_2,396000000.0,178.65284333154324,36.728596011569344,34.28936781425033,30.753038762976153,39.79899496218464,39.79899496218464,68.23592186873577,94.18569493407952,228.21556585205963,False,-125,120
34,4,136,816000000,3264000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,33.23767891364012,29.809812579797175,6.3213922517116385,6.3213922517116385,60.54376869826291,91.27279032528779,217.37335690519473,False,-125,120
34,4,136,816000000,3264000000,hybrid,1000000,10k_to_fout_over_2,408000000.0,178.6528433437989,36.72859601415042,33.280856998522935,29.84853762498619,40.397524676643215,40.397524676643215,66.36583819698679,91.41552763507431,226.4719011561669,False,-125,120
35,4,140,840000000,3360000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,32.28803094467897,28.958103648945826,6.3213922517116385,6.3213922517116385,58.813946735455396,88.66499631599385,215.55321499855998,False,-125,120
35,4,140,840000000,3360000000,hybrid,1000000,10k_to_fout_over_2,420000000.0,178.65284335131255,36.728596015732,32.329975371385885,28.995722265520897,40.987315110897384,40.987315110897384,64.60230061341007,88.80365558883332,224.88057699697998,False,-125,120
36,4,144,864000000,3456000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,31.391141196215667,28.153711880919552,6.3213922517116385,6.3213922517116385,57.180225992803855,86.20207975166068,213.86900177689606,False,-125,120
36,4,144,864000000,3456000000,hybrid,1000000,10k_to_fout_over_2,432000000.0,178.65284335567256,36.7285960166503,31.431920500744354,28.190285536627908,41.56873825364435,41.56873825364435,62.936435101482495,86.33688752674162,223.42663010597204,False,-125,120
37,4,148,888000000,3552000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,30.542731974696324,27.39280074900281,6.3213922517116385,6.3213922517116385,55.63481447948484,83.8722938124266,212.30769214879854,False,-125,120
37,4,148,888000000,3552000000,hybrid,1000000,10k_to_fout_over_2,444000000.0,178.65284335793544,36.728596017126584,30.582409136255958,27.428385927885547,42.14214042974081,42.14214042974081,61.36032757799735,84.00345826358813,222.0968687513901,False,-125,120
38,4,152,912000000,3648000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,29.738975870099054,26.671937571397475,6.3213922517116385,6.3213922517116385,54.17074041423525,81.66512818578381,210.85776984240684,False,-125,120
38,4,152,912000000,3648000000,hybrid,1000000,10k_to_fout_over_2,456000000.0,178.65284335894617,36.7285960173395,29.77760889600079,26.706586298359174,42.70784471265198,42.70784471265198,59.86689597913611,81.79284105385179,220.87962792152953,False,-125,120
39,4,156,936000000,3744000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,28.976438027276,25.988041736233434,6.3213922517116385,6.3213922517116385,52.78174707028049,79.57115053999448,209.5090236260813,False,-125,120
39,4,156,936000000,3744000000,hybrid,1000000,10k_to_fout_over_2,468000000.0,178.65284335926367,36.728596017406296,29.014080462822765,26.021802034346013,43.26615305293497,43.26615305293497,58.449784690452056,79.69558881822114,219.76456370265987,False,-125,120
40,4,160,960000000,3840000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,28.2520270765941,25.3383406928276,6.3213922517116385,6.3213922517116385,51.462203393523474,77.58187177649461,208.25237485833105,False,-125,120
40,4,160,960000000,3840000000,hybrid,1000000,10k_to_fout_over_2,480000000.0,178.65284335930357,36.728596017414695,28.28872845125866,25.371256983493158,43.817348162571335,43.817348162571335,57.103273171753145,77.70319918492028,218.74247876117946,False,-125,120
41,4,164,984000000,3936000000,hybrid,1000000,10k_to_10M,10000000,178.42680899198427,36.68094488436136,27.562953245457656,24.720332383246436,6.3213922517116385,6.3213922517116385,50.20702770099851,75.68963100145815,207.07973097608271,False,-125,120
41,4,164,984000000,3936000000,hybrid,1000000,10k_to_fout_over_2,492000000.0,178.65284335933538,36.72859601742141,27.598759464647642,24.75244583755883,44.361695188529396,44.361695188529396,55.822198845827494,75.80799928173558,217.805174281507,False,-125,120
9,14,126,216000000,3024000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,35.8755899385322,32.17567072105093,6.3213922517116385,6.3213922517116385,110.0313668217344,98.5166625733265,162.6176951768056,True,-120,20
9,14,126,216000000,3024000000,hybrid,1000000,10k_to_fout_over_2,108000000.0,29.77545061573631,36.728566609320616,35.92216609632175,32.21744338929291,20.783647418102536,20.783647418102536,112.94138508567879,98.67059554028613,167.09127334928593,True,-120,20
10,12,120,240000000,2880000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,170.05389828843187,True,-120,20
10,12,120,240000000,2880000000,hybrid,1000000,10k_to_fout_over_2,120000000.0,29.77545821175857,36.72857620772207,37.71828425818302,33.828324399226524,21.907989410258544,21.907989410258544,118.70777057275916,103.60416381026666,174.89387717752277,True,-120,20
11,12,132,264000000,3168000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,34.24488130496255,30.71314023373042,6.3213922517116385,6.3213922517116385,105.02994105711011,94.0386324563571,155.8855681162086,True,-120,20
11,12,132,264000000,3168000000,hybrid,1000000,10k_to_fout_over_2,132000000.0,29.775463059202202,36.7285823301767,34.289355041469626,30.753027307477172,22.977380181387108,22.977380181387108,108.0209475905657,94.18562762997564,161.09765078524595,True,-120,20
12,10,120,288000000,2880000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,170.05389828843187,True,-120,20
12,10,120,288000000,2880000000,hybrid,1000000,10k_to_fout_over_2,144000000.0,29.77546628219065,36.7285864026478,37.7182947278267,33.82833378911553,23.999166652198586,23.999166652198586,118.93524304049369,103.60420817229408,175.59594916651977,True,-120,20
13,10,130,312000000,3120000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,34.7717256327312,31.18565008348012,6.3213922517116385,6.3213922517116385,106.64578630414255,95.48538064799337,158.0574195794418,True,-120,20
13,10,130,312000000,3120000000,hybrid,1000000,10k_to_fout_over_2,156000000.0,29.775468462586623,36.72858915662524,34.816890051705485,31.226156608270745,24.979191339993395,24.979191339993395,109.88776542832944,95.63466572771868,163.9880689339426,True,-120,20
14,8,112,336000000,2688000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,40.36003868084872,36.19762956118228,6.3213922517116385,6.3213922517116385,123.7852876744512,110.8312453949923,181.26034333025888,True,-120,20
14,8,112,336000000,2688000000,hybrid,1000000,10k_to_fout_over_2,168000000.0,29.775469980497107,36.728591074572186,40.412463777474926,36.2446479558471,25.922191265400397,25.922191265400397,127.66396806590848,111.00453265966463,187.47379753505686,True,-120,20
15,8,120,360000000,2880000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,170.05389828843187,True,-120,20
15,8,120,360000000,2880000000,hybrid,1000000,10k_to_fout_over_2,180000000.0,29.775471047262187,36.72859242198846,37.71830090936774,33.828339333142246,26.83207036365253,26.83207036365253,119.25947875527186,103.60423757610332,176.63288555537872,True,-120,20
16,8,128,384000000,3072000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,35.315033845742626,31.6729258660345,6.3213922517116385,6.3213922517116385,108.3121267151448,96.97733972061826,160.30032943469126,True,-120,20
16,8,128,384000000,3072000000,hybrid,1000000,10k_to_fout_over_2,192000000.0,29.77547181272879,36.72859338917637,35.3609080337044,31.714068959959395,27.71209122386834,27.71209122386834,111.90438545317396,97.12897768359838,167.28506828314568,True,-120,20
17,8,136,408000000,3264000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,33.23767891364012,29.809812579797175,6.3213922517116385,6.3213922517116385,101.94082514366568,91.27279032528779,151.7424491232685,True,-120,20
17,8,136,408000000,3264000000,hybrid,1000000,10k_to_fout_over_2,204000000.0,29.775472364320947,36.72859408589331,33.28085525127271,29.848536057933313,28.565013565549037,28.565013565549037,105.41367866495168,91.41551208874935,159.16933847078917,True,-120,20
18,8,144,432000000,3456000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,31.391141196215667,28.153711880919552,6.3213922517116385,6.3213922517116385,96.27744596901758,86.20207975166068,144.18019610781104,True,-120,20
18,8,144,432000000,3456000000,hybrid,1000000,10k_to_fout_over_2,216000000.0,29.77547276797399,36.72859459591552,31.431919284895493,28.19028444617193,29.393196491705357,29.393196491705357,99.6434328626381,86.3368752117444,152.0822667526202,True,-120,20
19,6,114,456000000,2736000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,39.65196782679874,35.56258342852997,6.3213922517116385,6.3213922517116385,121.61361596086435,108.88683758104507,178.30574705743393,True,-120,20
19,6,114,456000000,2736000000,hybrid,1000000,10k_to_fout_over_2,228000000.0,29.775473063480565,36.7285949691731,39.70347739493703,35.60878071493665,30.198675467642627,30.198675467642627,125.97331408247854,109.05710827145874,186.18960387538777,True,-120,20
20,6,120,480000000,2880000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,170.05389828843187,True,-120,20
20,6,120,480000000,2880000000,hybrid,1000000,10k_to_fout_over_2,240000000.0,29.775473282291042,36.72859524564234,37.71830380910932,33.8283419338278,30.983221265710906,30.983221265710906,119.7765303897611,103.60425492517086,178.33332428051705,True,-120,20
21,6,126,504000000,3024000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,35.8755899385322,32.17567072105093,6.3213922517116385,6.3213922517116385,110.0313668217344,98.5166625733265,162.6176951768056,True,-120,20
21,6,126,504000000,3024000000,hybrid,1000000,10k_to_fout_over_2,252000000.0,29.77547344386544,36.72859544972949,35.922194303519916,32.217468687427925,31.748385785737202,31.748385785737202,114.16937236521177,98.67072059977771,171.31962691024995,True,-120,20
22,6,132,528000000,3168000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,34.24488130496255,30.71314023373042,6.3213922517116385,6.3213922517116385,105.02994105711011,94.0386324563571,155.8855681162086,True,-120,20
22,6,132,528000000,3168000000,hybrid,1000000,10k_to_fout_over_2,264000000.0,29.775473564149486,36.72859560170931,34.289367431610025,30.75303841979828,32.49553815526063,32.49553815526063,109.07150213909921,94.18568910421897,165.03495163955097,True,-120,20
23,6,138,552000000,3312000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,32.75597342213809,29.377786310524755,6.3213922517116385,6.3213922517116385,100.46342188071402,89.94999626260245,149.7653419271184,True,-120,20
23,6,138,552000000,3312000000,hybrid,1000000,10k_to_fout_over_2,276000000.0,29.775473653190595,36.72859571417858,32.79852546980084,29.415949882927215,33.22589351695453,33.22589351695453,104.4165349575793,90.09066015222226,159.38528719466575,True,-120,20
24,6,144,576000000,3456000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,31.391141196215667,28.153711880919552,6.3213922517116385,6.3213922517116385,96.27744596901758,86.20207975166068,144.18019610781104,True,-120,20
24,6,144,576000000,3456000000,hybrid,1000000,10k_to_fout_over_2,288000000.0,29.7754737194468,36.72859579789388,31.431920313535084,28.190285368725892,33.940536236188144,33.940536236188144,100.14914914021239,86.33688344680142,154.29211225815865,True,-120,20
25,6,150,600000000,3600000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,30.135495548367036,27.02756340568277,6.3213922517116385,6.3213922517116385,92.42634813025688,82.75399656159425,139.06559461919093,True,-120,20
25,6,150,600000000,3600000000,hybrid,1000000,10k_to_fout_over_2,300000000.0,29.775473768326354,36.72859585963431,30.174643551716983,27.062673999468963,34.64043879629701,34.64043879629701,96.22286385930687,82.88340876196571,149.68929489684007,True,-120,20
26,6,156,624000000,3744000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,28.976438027276,25.988041736233434,6.3213922517116385,6.3213922517116385,88.87148858678547,79.57115053999448,134.36692417223026,True,-120,20
26,6,156,624000000,3744000000,hybrid,1000000,10k_to_fout_over_2,312000000.0,29.775473804467183,36.728595905298754,29.014080374262438,26.021801954919077,35.326477322257865,35.326477322257865,92.59834780590006,79.69558587672856,145.52072037692048,True,-120,20
27,6,162,648000000,3888000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,27.903236618858372,25.02552167192849,6.3213922517116385,6.3213922517116385,85.5799519724601,76.62407089036505,130.03765732957484,True,-120,20
27,6,162,648000000,3888000000,hybrid,1000000,10k_to_fout_over_2,324000000.0,29.77547383086876,36.72859593864675,27.93948483021318,25.058031534895914,35.99944444015768,35.99944444015768,89.24209116514088,76.74389794835956,141.73843891582206,True,-120,20
28,4,112,672000000,2688000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,40.36003868084872,36.19762956118228,6.3213922517116385,6.3213922517116385,123.7852876744512,110.8312453949923,181.26034333025888,True,-120,20
28,4,112,672000000,2688000000,hybrid,1000000,10k_to_fout_over_2,336000000.0,29.77547385013331,36.72859596298798,40.41246915619812,36.24465277985209,36.660060010861955,36.660060010861955,129.18805381897263,111.00456721563907,192.0466045393935,True,-120,20
29,4,116,696000000,2784000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,38.96831320909531,34.94943543838289,6.3213922517116385,6.3213922517116385,119.51682947878045,107.00947831240636,175.4566670285304,True,-120,20
29,4,116,696000000,2784000000,hybrid,1000000,10k_to_fout_over_2,348000000.0,29.77547386395907,36.72859598045121,39.01893575557107,34.994837183392605,37.30898015223679,37.30898015223679,124.83512551647742,107.17682397135368,186.64748790918478,True,-120,20
30,4,120,720000000,2880000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,170.05389828843187,True,-120,20
30,4,120,720000000,2880000000,hybrid,1000000,10k_to_fout_over_2,360000000.0,29.775473873825447,36.728595992917754,37.718304576521184,33.828342622094986,37.946804872083746,37.946804872083746,120.77215395195572,103.60426355075592,181.66527590267845,True,-120,20
31,4,124,744000000,2976000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,36.45422848592787,32.69463315203561,6.3213922517116385,6.3213922517116385,111.80606628660107,100.10564100192853,165.01313337405827,True,-120,20
31,4,124,744000000,2976000000,hybrid,1000000,10k_to_fout_over_2,372000000.0,29.775473880704567,36.72859600160658,36.50158508268787,32.73710577106228,38.57408456464001,38.57408456464001,116.97109482930733,100.26219085370542,177.06020545914836,True,-120,20
32,4,128,768000000,3072000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,35.315033845742626,31.6729258660345,6.3213922517116385,6.3213922517116385,108.3121267151448,96.97733972061826,160.30032943469126,True,-120,20
32,4,128,768000000,3072000000,hybrid,1000000,10k_to_fout_over_2,384000000.0,29.775473885440245,36.728596007590426,35.36091055461488,31.714071220883476,39.19132557084538,39.19132557084538,113.4074061605683,97.12899766107792,172.79741571319823,True,-120,20
33,4,132,792000000,3168000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,34.24488130496255,30.71314023373042,6.3213922517116385,6.3213922517116385,105.02994105711011,94.0386324563571,155.8855681162086,True,-120,20
33,4,132,792000000,3168000000,hybrid,1000000,10k_to_fout_over_2,396000000.0,29.77547388859054,36.728596011569344,34.28936781425033,30.753038762976153,39.79899496218464,39.79899496218464,110.05952068766032,94.18569493407952,168.8462080496399,True,-120,20
34,4,136,816000000,3264000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,33.23767891364012,29.809812579797175,6.3213922517116385,6.3213922517116385,101.94082514366568,91.27279032528779,151.7424491232685,True,-120,20
34,4,136,816000000,3264000000,hybrid,1000000,10k_to_fout_over_2,408000000.0,29.77547389063315,36.72859601415042,33.280856998522935,29.84853762498619,40.397524676643215,40.397524676643215,106.90840592388322,91.41552763507431,165.17943334893,True,-120,20
35,4,140,840000000,3360000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,32.28803094467897,28.958103648945826,6.3213922517116385,6.3213922517116385,99.02823013956095,88.66499631599385,147.84758774190462,True,-120,20
35,4,140,840000000,3360000000,hybrid,1000000,10k_to_fout_over_2,420000000.0,29.775473891885426,36.728596015732,32.329975371385885,28.995722265520897,40.987315110897384,40.987315110897384,103.93720458972557,88.80365558883332,161.77298776944633,True,-120,20
36,4,144,864000000,3456000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,31.391141196215667,28.153711880919552,6.3213922517116385,6.3213922517116385,96.27744596901758,86.20207975166068,144.18019610781104,True,-120,20
36,4,144,864000000,3456000000,hybrid,1000000,10k_to_fout_over_2,432000000.0,29.775473892612094,36.7285960166503,31.431920500744354,28.190285536627908,41.56873825364435,41.56873825364435,101.13093068706428,86.33688752674162,158.60538996302324,True,-120,20
37,4,148,888000000,3552000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,30.542731974696324,27.39280074900281,6.3213922517116385,6.3213922517116385,93.6753528347198,83.8722938124266,140.72173237635852,True,-120,20
37,4,148,888000000,3552000000,hybrid,1000000,10k_to_fout_over_2,444000000.0,29.77547389298924,36.728596017126584,30.582409136255958,27.428385927885547,42.14214042974081,42.14214042974081,98.4762182143872,84.00345826358813,155.65742920971596,True,-120,20
38,4,152,912000000,3648000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,29.738975870099054,26.671937571397475,6.3213922517116385,6.3213922517116385,91.21021197064826,81.66512818578381,137.4556052859593,True,-120,20
38,4,152,912000000,3648000000,hybrid,1000000,10k_to_fout_over_2,456000000.0,29.775473893157695,36.7285960173395,29.77760889600079,26.706586298359174,42.70784471265198,42.70784471265198,95.96110706092743,81.79284105385179,152.911867656704,True,-120,20
39,4,156,936000000,3744000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,28.976438027276,25.988041736233434,6.3213922517116385,6.3213922517116385,88.87148858678547,79.57115053999448,134.36692417223026,True,-120,20
39,4,156,936000000,3744000000,hybrid,1000000,10k_to_fout_over_2,468000000.0,29.775473893210613,36.728596017406296,29.014080462822765,26.021802034346013,43.26615305293497,43.26615305293497,93.57486350683114,79.69558881822114,150.35318957241307,True,-120,20
40,4,160,960000000,3840000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,28.2520270765941,25.3383406928276,6.3213922517116385,6.3213922517116385,86.64970137211584,77.58187177649461,131.44228647892282,True,-120,20
40,4,160,960000000,3840000000,hybrid,1000000,10k_to_fout_over_2,480000000.0,29.77547389321726,36.728596017414695,28.28872845125866,25.371256983493158,43.817348162571335,43.817348162571335,91.30782660862847,77.70319918492028,147.96738766650697,True,-120,20
41,4,164,984000000,3936000000,hybrid,1000000,10k_to_10M,10000000,29.737801498664044,36.68094488436136,27.562953245457656,24.720332383246436,6.3213922517116385,6.3213922517116385,84.53629402157641,75.68963100145815,128.66959636360207,True,-120,20
41,4,164,984000000,3936000000,hybrid,1000000,10k_to_fout_over_2,492000000.0,29.77547389322256,36.72859601742141,27.598759464647642,24.75244583755883,44.361695188529396,44.361695188529396,89.15127761991381,75.80799928173558,145.7417811276788,True,-120,20
9,14,126,216000000,3024000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,35.8755899385322,32.17567072105093,6.3213922517116385,6.3213922517116385,110.0313668217344,98.5166625733265,170.57996745965892,True,-120,40
9,14,126,216000000,3024000000,hybrid,1000000,10k_to_fout_over_2,108000000.0,59.55090123147262,36.728566609320616,35.92216609632175,32.21744338929291,20.783647418102536,20.783647418102536,112.94138508567879,98.67059554028613,174.8691682590051,True,-120,40
10,12,120,240000000,2880000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,177.6832542391493,True,-120,40
10,12,120,240000000,2880000000,hybrid,1000000,10k_to_fout_over_2,120000000.0,59.55091642351714,36.72857620772207,37.71828425818302,33.828324399226524,21.907989410258544,21.907989410258544,118.70777057275916,103.60416381026666,182.33924977729552,True,-120,40
11,12,132,264000000,3168000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,34.24488130496255,30.71314023373042,6.3213922517116385,6.3213922517116385,105.02994105711011,94.0386324563571,164.174665709527,True,-120,40
11,12,132,264000000,3168000000,hybrid,1000000,10k_to_fout_over_2,132000000.0,59.550926118404405,36.7285823301767,34.289355041469626,30.753027307477172,22.977380181387108,22.977380181387108,108.0209475905657,94.18562762997564,169.15137507479741,True,-120,40
12,10,120,288000000,2880000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,177.6832542391493,True,-120,40
12,10,120,288000000,2880000000,hybrid,1000000,10k_to_fout_over_2,144000000.0,59.5509325643813,36.7285864026478,37.7182947278267,33.82833378911553,23.999166652198586,23.999166652198586,118.93524304049369,103.60420817229408,183.01276605924684,True,-120,40
13,10,130,312000000,3120000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,34.7717256327312,31.18565008348012,6.3213922517116385,6.3213922517116385,106.64578630414255,95.48538064799337,166.23825792528493,True,-120,40
13,10,130,312000000,3120000000,hybrid,1000000,10k_to_fout_over_2,156000000.0,59.55093692517325,36.72858915662524,34.816890051705485,31.226156608270745,24.979191339993395,24.979191339993395,109.88776542832944,95.63466572771868,171.90643478120006,True,-120,40
14,8,112,336000000,2688000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,40.36003868084872,36.19762956118228,6.3213922517116385,6.3213922517116385,123.7852876744512,110.8312453949923,188.43652134903456,True,-120,40
14,8,112,336000000,2688000000,hybrid,1000000,10k_to_fout_over_2,168000000.0,59.550939960994214,36.728591074572186,40.412463777474926,36.2446479558471,25.922191265400397,25.922191265400397,127.66396806590848,111.00453265966463,194.43806366011248,True,-120,40
15,8,120,360000000,2880000000,hybrid,1000000,10k_to_10M,10000000,59.47560299732809,36.68094488436136,37.669369435458805,33.78445425710346,6.3213922517116385,6.3213922517116385,115.53293516282112,103.44249570199281,177.6832542391493,True,-120,40
