k,m,n,fout_hz,fvco_hz,method,design_crossover_hz,window,high_hz,reference_fs,reference_buffer_fs,sampler_fs,charge_pump_fs,retimer_fs,output_buffer_fs,vco_fs,filter_resistor_fs,total_fs,below_200fs_in_hypothesis
36,4,144,864000000,3456000000,hybrid,400000,10k_to_fout_over_2,432000000.0,37.63602529715163,22.868742023557243,19.57081291402005,17.552436995285937,41.56873825364435,41.56873825364435,164.37899508148678,86.16011816322116,201.3218679388719,False
37,4,148,888000000,3552000000,hybrid,400000,10k_to_10M,10000000,37.63307615439975,22.866849231660858,19.0402959735689,17.076633296527465,6.3213922517116385,6.3213922517116385,157.11026111739827,83.82294954086949,185.42687644524392,True
37,4,148,888000000,3552000000,hybrid,400000,10k_to_fout_over_2,444000000.0,37.63602529717964,22.868742023575173,19.041872024466866,17.078046806237538,42.14214042974081,42.14214042974081,159.9846615851184,83.83146632926662,196.89700105446707,True
38,4,152,912000000,3648000000,hybrid,400000,10k_to_10M,10000000,37.63307615439975,22.866849231660858,18.539235553211824,16.62724820977674,6.3213922517116385,6.3213922517116385,152.97578056167728,81.61708244768872,180.83740608148696,True
38,4,152,912000000,3648000000,hybrid,400000,10k_to_fout_over_2,456000000.0,37.63602529719181,22.868742023582957,18.540770129092486,16.628624521868538,42.70784471265198,42.70784471265198,155.82155800374792,81.62537511732009,192.74517081924458,True
39,4,156,936000000,3744000000,hybrid,400000,10k_to_10M,10000000,37.63307615439975,22.866849231660858,18.063870539026908,16.20090851209016,6.3213922517116385,6.3213922517116385,149.0533246498394,79.52433674390183,176.49036175899835,True
39,4,156,936000000,3744000000,hybrid,400000,10k_to_fout_over_2,468000000.0,37.63602529719579,22.868742023585504,18.06536576681009,16.202249534130125,43.26615305293497,43.26615305293497,151.87190021235074,79.53241678733193,188.84575580698498,True
40,4,160,960000000,3840000000,hybrid,400000,10k_to_10M,10000000,37.63307615439975,22.866849231660858,17.612273775551234,15.795885799287904,6.3213922517116385,6.3213922517116385,145.3269915335934,77.53622832530428,172.36752763056714,True
40,4,160,960000000,3840000000,hybrid,400000,10k_to_fout_over_2,480000000.0,37.63602529719626,22.868742023585803,17.613731622640067,15.79719329577708,43.817348162571335,43.817348162571335,148.11968222161252,77.54410637323832,185.18016447305206,True
41,4,164,984000000,3936000000,hybrid,400000,10k_to_10M,10000000,37.63307615439975,22.866849231660858,17.182706122489005,15.410620291988195,6.3213922517116385,6.3213922517116385,141.78243076448135,75.6451008051749,168.45246442665078,True
41,4,164,984000000,3936000000,hybrid,400000,10k_to_fout_over_2,492000000.0,37.636025297196646,22.86874202358604,17.184128412331955,15.411895898319257,44.361695188529396,44.361695188529396,144.55045937132002,75.65278671053261,181.73158780991724,True
9,14,126,216000000,3024000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,27.535115132115198,24.69536526856105,6.3213922517116385,6.3213922517116385,145.28492503361693,98.55780752242349,187.5508162878999,True
9,14,126,216000000,3024000000,hybrid,600000,10k_to_fout_over_2,108000000.0,45.98395750868105,28.16109912594692,27.5428031542219,24.70226041002704,20.783647418102536,20.783647418102536,147.46043691090333,98.5914355408899,191.32472695150136,True
10,12,120,240000000,2880000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,28.911870888720955,25.930133531989103,6.3213922517116385,6.3213922517116385,152.5491712852978,103.48569789854466,196.14974286542702,True
10,12,120,240000000,2880000000,hybrid,600000,10k_to_fout_over_2,120000000.0,45.98395987863214,28.161100633299576,28.919944859903595,25.93737481885378,21.907989410258544,21.907989410258544,154.9248838801345,103.52101532501493,200.23716697303522,False
11,12,132,264000000,3168000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,26.283518989746323,23.57284866544464,6.3213922517116385,6.3213922517116385,138.68106480481617,94.07790718049515,179.76514432188492,True
11,12,132,264000000,3168000000,hybrid,600000,10k_to_fout_over_2,132000000.0,45.98396141037824,28.161101606902914,26.290859872492888,23.579432468706433,22.977380181387108,22.977380181387108,140.92112596459572,94.11001891000542,184.19052826206305,True
12,10,120,288000000,2880000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,28.911870888720955,25.930133531989103,6.3213922517116385,6.3213922517116385,152.5491712852978,103.48569789854466,196.14974286542702,True
12,10,120,288000000,2880000000,hybrid,600000,10k_to_fout_over_2,144000000.0,45.98396241642282,28.161102246746943,28.919946516827764,25.93737630489616,23.999166652198586,23.999166652198586,155.09927916452023,103.52102450738093,200.85067136506225,False
13,10,130,312000000,3120000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,26.6878808203578,23.935507875682248,6.3213922517116385,6.3213922517116385,140.8146196479672,95.52525959865659,182.2769816555595,True
13,10,130,312000000,3120000000,hybrid,600000,10k_to_fout_over_2,156000000.0,45.983963104649256,28.161102684212604,26.695335660998413,23.942193884139307,24.979191339993395,24.979191339993395,143.24633963794943,95.55787126581671,187.3290760714011,True
14,8,112,336000000,2688000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,30.977004523629592,27.78228592713118,6.3213922517116385,6.3213922517116385,163.44554066281904,110.8775334627264,209.10671104355643,False
14,8,112,336000000,2688000000,hybrid,600000,10k_to_fout_over_2,168000000.0,45.9839635786214,28.16110298565023,30.98565779533066,27.79004677012752,25.922191265400397,25.922191265400397,166.3568351966217,110.91538836898748,214.3844917664122,False
15,8,120,360000000,2880000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,28.911870888720955,25.930133531989103,6.3213922517116385,6.3213922517116385,152.5491712852978,103.48569789854466,196.14974286542702,True
15,8,120,360000000,2880000000,hybrid,600000,10k_to_fout_over_2,180000000.0,45.98396391510061,28.161103199536154,28.919947495291357,25.93737718244889,26.83207036365253,26.83207036365253,155.3480895445323,103.5210306196032,201.75786545925808,False
16,8,128,384000000,3072000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,27.104878958175895,24.309500186239784,6.3213922517116385,6.3213922517116385,143.01484807996667,97.01784177988561,184.87089779390735,True
16,8,128,384000000,3072000000,hybrid,600000,10k_to_fout_over_2,192000000.0,45.983964154173734,28.16110335157947,27.11245092321724,24.316291239830814,27.71209122386834,27.71209122386834,145.71456710474956,97.05096724575083,190.84413804436116,True
17,8,136,408000000,3264000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,25.51047431357731,22.879529587049205,6.3213922517116385,6.3213922517116385,134.60220995761568,91.31090991048056,174.97316526114116,True
17,8,136,408000000,3264000000,hybrid,600000,10k_to_fout_over_2,204000000.0,45.983964328076084,28.161103462123915,25.51760096907788,22.885921256736665,28.565013565549037,28.565013565549037,137.21371991326959,91.3420875887443,181.3432876398349,True
18,8,144,432000000,3456000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,24.09322574060079,21.60844460999092,6.3213922517116385,6.3213922517116385,127.1243094044148,86.23808158212053,166.22550753444784,True
18,8,144,432000000,3456000000,hybrid,600000,10k_to_fout_over_2,216000000.0,45.983964454165445,28.16110354231199,24.099956539419818,21.61448124846468,29.393196491705357,29.393196491705357,129.6568718562495,86.26752773236007,173.0216090697527,True
19,6,114,456000000,2736000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,30.433548303916794,27.294877402093793,6.3213922517116385,6.3213922517116385,160.57807503715557,108.93231357741543,205.69076914691433,False
19,6,114,456000000,2736000000,hybrid,600000,10k_to_fout_over_2,228000000.0,45.983964547303316,28.16110360151753,30.442050429583915,27.302502687040036,30.198675467642627,30.198675467642627,163.8600612380309,108.96950929019883,212.4337813596373,False
20,6,120,480000000,2880000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,28.911870888720955,25.930133531989103,6.3213922517116385,6.3213922517116385,152.5491712852978,103.48569789854466,196.14974286542702,True
20,6,120,480000000,2880000000,hybrid,600000,10k_to_fout_over_2,240000000.0,45.983964615657996,28.16110364498823,28.9199479527468,25.937377592726094,30.983221265710906,30.983221265710906,155.74539692094896,103.52103426284839,203.2482150061074,False
21,6,126,504000000,3024000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,27.535115132115198,24.69536526856105,6.3213922517116385,6.3213922517116385,145.28492503361693,98.55780752242349,187.5508162878999,True
21,6,126,504000000,3024000000,hybrid,600000,10k_to_fout_over_2,252000000.0,45.98396466657509,28.161103677355204,27.5428076057009,24.7022644024164,31.748385785737202,31.748385785737202,148.40316573700275,98.59146154532257,195.028399918069,True
22,6,132,528000000,3168000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,26.283518989746323,23.57284866544464,6.3213922517116385,6.3213922517116385,138.68106480481617,94.07790718049515,179.76514432188492,True
22,6,132,528000000,3168000000,hybrid,600000,10k_to_fout_over_2,264000000.0,45.98396470415115,28.161103701251943,26.290861827751467,23.579434222315427,32.49553815526063,32.49553815526063,141.728083273008,94.11003174236204,187.64391694980358,True
23,6,138,552000000,3312000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,25.140757294539963,22.547942201729658,6.3213922517116385,6.3213922517116385,132.65145329156329,89.98756339003884,172.6862796913405,True
23,6,138,552000000,3312000000,hybrid,600000,10k_to_fout_over_2,276000000.0,45.983964732209124,28.161103719087844,25.147780894646203,22.554241444325616,33.22589351695453,33.22589351695453,135.63316625744025,90.0182914457621,180.9868670651463,True
24,6,144,576000000,3456000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,24.09322574060079,21.60844460999092,6.3213922517116385,6.3213922517116385,127.1243094044148,86.23808158212053,166.22550753444784,True
24,6,144,576000000,3456000000,hybrid,600000,10k_to_fout_over_2,288000000.0,45.98396475290593,28.161103732250126,24.099956701966732,21.61448139424783,33.940536236188144,33.940536236188144,130.04592386490393,86.26752947286617,174.96718392893632,True
25,6,150,600000000,3600000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,23.12949671097676,20.74410682559128,6.3213922517116385,6.3213922517116385,122.03933702823821,82.78855831883571,160.30829969286717,True
25,6,150,600000000,3600000000,hybrid,600000,10k_to_fout_over_2,300000000.0,45.98396476830921,28.16110374204164,23.135958441932335,20.749902145692573,34.64043879629701,34.64043879629701,124.90545850291682,82.81682843299954,169.5090688647381,True
26,6,156,624000000,3744000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,22.239900683631504,19.94625656306854,6.3213922517116385,6.3213922517116385,117.345516373306,79.6043829988805,154.87158723396666,True
26,6,156,624000000,3744000000,hybrid,600000,10k_to_fout_over_2,312000000.0,45.983964779597265,28.1611037492204,22.246113892144322,19.951828991328934,35.326477322257865,35.326477322257865,120.1602384695254,79.63156591401416,164.54825141458744,True
27,6,162,648000000,3888000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,21.416200658311816,19.20750631999193,6.3213922517116385,6.3213922517116385,112.99938613725762,76.65607251744049,149.86163906879594,True
27,6,162,648000000,3888000000,hybrid,600000,10k_to_fout_over_2,324000000.0,45.983964787918524,28.16110375450999,21.422183752014618,19.21287236562927,35.99944444015768,35.99944444015768,115.76636335135284,76.68224875143777,160.0298577163233,True
28,4,112,672000000,2688000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,30.977004523629592,27.78228592713118,6.3213922517116385,6.3213922517116385,163.44554066281904,110.8775334627264,209.10671104355643,False
28,4,112,672000000,2688000000,hybrid,600000,10k_to_fout_over_2,336000000.0,45.98396479393416,28.161103758335745,30.985658645516335,27.79004753263197,36.660060010861955,36.660060010861955,167.52930326948402,110.91539563136848,218.39455810216901,False
29,4,116,696000000,2784000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,29.908831953849262,26.82427606757493,6.3213922517116385,6.3213922517116385,157.80948753651495,107.05417023987377,202.3966994078676,False
29,4,116,696000000,2784000000,hybrid,600000,10k_to_fout_over_2,348000000.0,45.98396479829308,28.161103761106553,29.917187660683485,26.831770034146743,37.30898015223679,37.30898015223679,161.83096910672685,107.0907269135971,212.04754452058475,False
30,4,120,720000000,2880000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,28.911870888720955,25.930133531989103,6.3213922517116385,6.3213922517116385,152.5491712852978,103.48569789854466,196.14974286542702,True
30,4,120,720000000,2880000000,hybrid,600000,10k_to_fout_over_2,360000000.0,45.98396480137288,28.161103763065242,28.91994807400551,25.93737770147921,37.946804872083746,37.946804872083746,156.51236542930832,103.52103609785829,206.17790664785545,False
31,4,124,744000000,2976000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,27.9792298923106,25.093677611602356,6.3213922517116385,6.3213922517116385,147.6282302760946,100.14744957923675,190.32091368696058,True
31,4,124,744000000,2976000000,hybrid,600000,10k_to_fout_over_2,372000000.0,45.98396480354278,28.161103764444533,27.987046524601897,25.100688099435082,38.57408456464001,38.57408456464001,151.5367558481233,100.18164790560152,200.74003848404604,False
32,4,128,768000000,3072000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,27.104878958175895,24.309500186239784,6.3213922517116385,6.3213922517116385,143.01484807996667,97.01784177988561,184.87089779390735,True
32,4,128,768000000,3072000000,hybrid,600000,10k_to_fout_over_2,384000000.0,45.983964805020236,28.161103765384198,27.11245132161276,24.316291597139106,39.19132557084538,39.19132557084538,146.87199438843317,97.05097146706463,195.69397956123976,True
33,4,132,792000000,3168000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,26.283518989746323,23.57284866544464,6.3213922517116385,6.3213922517116385,138.68106480481617,94.07790718049515,179.76514432188492,True
33,4,132,792000000,3168000000,hybrid,600000,10k_to_fout_over_2,396000000.0,45.9839648060148,28.16110376601635,26.290861888214664,23.57943427654299,39.79899496218464,39.79899496218464,142.48983065582533,94.11003298784583,191.00456034746225,True
34,4,136,816000000,3264000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,25.51047431357731,22.879529587049205,6.3213922517116385,6.3213922517116385,134.60220995761568,91.31090991048056,174.97316526114116,True
34,4,136,816000000,3264000000,hybrid,600000,10k_to_fout_over_2,408000000.0,45.983964806651485,28.161103766421306,25.51760124481059,22.885921504032584,40.397524676643215,40.397524676643215,138.36533665813198,91.3420908841015,186.64069791087383,True
35,4,140,840000000,3360000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,24.781603618903674,22.225828741704948,6.3213922517116385,6.3213922517116385,130.75643253025524,88.70202677018113,170.46795515837425,True
35,4,140,840000000,3360000000,hybrid,600000,10k_to_fout_over_2,420000000.0,45.98396480704743,28.161103766672962,24.7885269237518,22.232038032687473,40.987315110897384,40.987315110897384,134.47643271072636,88.73231689594239,182.57481311285514,True
36,4,144,864000000,3456000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,24.09322574060079,21.60844460999092,6.3213922517116385,6.3213922517116385,127.1243094044148,86.23808158212053,166.22550753444784,True
36,4,144,864000000,3456000000,hybrid,600000,10k_to_fout_over_2,432000000.0,45.98396480727356,28.161103766816794,24.099956731548435,21.614481420778773,41.56873825364435,41.56873825364435,130.80349161347553,86.267530347624,178.78234453342552,True
37,4,148,888000000,3552000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,23.44205747734131,21.024432593504677,6.3213922517116385,6.3213922517116385,123.68851725834956,83.9073226204416,162.2244097202083,True
37,4,148,888000000,3552000000,hybrid,600000,10k_to_fout_over_2,444000000.0,45.983964807393235,28.161103766892833,23.448606549677997,21.030306247301002,42.14214042974081,42.14214042974081,127.32900757027076,83.93597550133272,175.2413417745497,True
38,4,152,912000000,3648000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,22.825161227937595,20.471158051570345,6.3213922517116385,6.3213922517116385,120.43355627786669,81.69923518306157,158.44550166478479,True
38,4,152,912000000,3648000000,hybrid,600000,10k_to_fout_over_2,456000000.0,45.98396480744544,28.16110376692606,22.831537956292358,20.476877135554076,42.70784471265198,42.70784471265198,124.03731695309344,81.72713406519334,171.9321227894613,True
39,4,156,936000000,3744000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,22.239900683631504,19.94625656306854,6.3213922517116385,6.3213922517116385,117.345516373306,79.6043829988805,154.87158723396666,True
39,4,156,936000000,3744000000,hybrid,600000,10k_to_fout_over_2,468000000.0,45.98396480746244,28.16110376693687,22.246113906139552,19.951829003880853,43.26615305293497,43.26615305293497,120.91436229655474,79.63156654647747,168.83698424675717,True
40,4,160,960000000,3840000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,21.683903166540713,19.447600148991825,6.3213922517116385,6.3213922517116385,114.41187846397334,77.61427342390849,151.4871888127426,True
40,4,160,960000000,3840000000,hybrid,600000,10k_to_fout_over_2,480000000.0,45.98396480746446,28.161103766938155,21.689961058487064,19.453033278784726,43.817348162571335,43.817348162571335,117.94749151407954,77.64077740165688,165.93995531290247,True
41,4,164,984000000,3936000000,hybrid,600000,10k_to_10M,10000000,45.97161465968289,28.153238518897695,21.155027479551915,18.973268438040805,6.3213922517116385,6.3213922517116385,111.6213448429008,75.72124236478876,148.27833781846803,True
41,4,164,984000000,3936000000,hybrid,600000,10k_to_fout_over_2,492000000.0,45.98396480746607,28.16110376693918,21.16093761803692,18.978569052473595,44.361695188529396,44.361695188529396,115.12528658216738,75.7470999206875,163.22658761966852,True
9,14,126,216000000,3024000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,31.941504705465782,28.647315333318712,6.3213922517116385,6.3213922517116385,123.79657423852211,98.57829679488867,175.6424283647441,True
9,14,126,216000000,3024000000,hybrid,800000,10k_to_fout_over_2,108000000.0,53.13368977894966,32.68020072153798,31.962684818805574,28.666311100463563,20.783647418102536,20.783647418102536,126.36233570785036,98.65760707566967,179.7198888300937,True
10,12,120,240000000,2880000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,33.53857994073907,30.07968109998465,6.3213922517116385,6.3213922517116385,129.9864029504482,103.50721163463311,183.31910217684472,True
10,12,120,240000000,2880000000,hybrid,800000,10k_to_fout_over_2,120000000.0,53.133696497917036,32.680204977590115,33.56082343048386,30.099630575462047,21.907989410258544,21.907989410258544,132.78712046138654,103.59050676104988,187.741403484845,True
11,12,132,264000000,3168000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,30.48961812794461,27.34516463634968,6.3213922517116385,6.3213922517116385,118.16945722768021,94.09746512239373,168.70622471490165,True
11,12,132,264000000,3168000000,hybrid,800000,10k_to_fout_over_2,132000000.0,53.13370081684188,32.680207711892166,30.509842034969,27.363302812592227,22.977380181387108,22.977380181387108,120.8092615945382,94.17320004757414,173.4652017974108,True
12,10,120,288000000,2880000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,33.53857994073907,30.07968109998465,6.3213922517116385,6.3213922517116385,129.9864029504482,103.50721163463311,183.31910217684472,True
12,10,120,288000000,2880000000,hybrid,800000,10k_to_fout_over_2,144000000.0,53.133703668515395,32.680209518186835,33.56082809343395,30.09963475751305,23.999166652198586,23.999166652198586,132.9905327564111,103.59052899109604,188.39560306447729,True
13,10,130,312000000,3120000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,30.95868917606683,27.7658594769089,6.3213922517116385,6.3213922517116385,119.9874488773368,95.545118431969,170.94239609674236,True
13,10,130,312000000,3120000000,hybrid,800000,10k_to_fout_over_2,156000000.0,53.13370560999949,32.68021074737686,30.979227097612043,27.784279282745292,24.979191339993395,24.979191339993395,122.85118009175817,95.62203278961272,176.3711176409716,True
14,8,112,336000000,2688000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,35.934192793649,32.22822974998355,6.3213922517116385,6.3213922517116385,139.27114601833736,110.90058389424975,194.91377190165073,True
14,8,112,336000000,2688000000,hybrid,800000,10k_to_fout_over_2,168000000.0,53.13370695330951,32.68021159823033,35.95803238877937,32.2496107214004,25.922191265400397,25.922191265400397,142.69860122993936,110.98986449285857,200.62344165820704,False
15,8,120,360000000,2880000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,33.53857994073907,30.07968109998465,6.3213922517116385,6.3213922517116385,129.9864029504482,103.50721163463311,183.31910217684472,True
15,8,120,360000000,2880000000,hybrid,800000,10k_to_fout_over_2,180000000.0,53.133707902813505,32.680212199392095,33.56083084688845,30.099637226998443,26.83207036365253,26.83207036365253,133.28060368269408,103.5905437565221,189.36246932014924,True
16,8,128,384000000,3072000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,31.44241869444287,28.199701031235605,6.3213922517116385,6.3213922517116385,121.8622527660452,97.03801090746853,173.25326805787674,True
16,8,128,384000000,3072000000,hybrid,800000,10k_to_fout_over_2,192000000.0,53.13370858032263,32.68021262852016,31.46327933210626,28.218410270850605,27.71209122386834,27.71209122386834,125.03882675706258,97.11613727155526,179.66517810866523,True
17,8,136,408000000,3264000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,29.59286465359329,26.540895088221745,6.3213922517116385,6.3213922517116385,114.69388495627784,91.3298926187939,164.44468715543076,True
17,8,136,408000000,3264000000,hybrid,800000,10k_to_fout_over_2,204000000.0,53.133709071154755,32.68021293928633,29.612498476517864,26.558504036882947,28.565013565549037,28.565013565549037,117.76586282439088,91.40342516767674,171.2563754704345,True
18,8,144,432000000,3456000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,27.948816617282553,25.06640091665387,6.3213922517116385,6.3213922517116385,108.32200245870683,86.25600969552758,156.68209240852397,True
18,8,144,432000000,3456000000,hybrid,800000,10k_to_fout_over_2,216000000.0,53.133709428457564,32.68021316559635,27.96735986594046,25.083031764089093,29.393196491705357,29.393196491705357,111.30036486278432,86.32545845896838,163.9216126911454,True
19,6,114,456000000,2736000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,35.303768358672706,31.662822210510157,6.3213922517116385,6.3213922517116385,136.82779257941917,108.95495961540325,191.85405981798039,True
19,6,114,456000000,2736000000,hybrid,800000,10k_to_fout_over_2,228000000.0,53.13370969137003,32.680213332058564,35.32719158955408,31.6838297581311,30.198675467642627,30.198675467642627,140.68656664804766,109.04268575264395,199.12307835634815,True
20,6,120,480000000,2880000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,33.53857994073907,30.07968109998465,6.3213922517116385,6.3213922517116385,129.9864029504482,103.50721163463311,183.31910217684472,True
20,6,120,480000000,2880000000,hybrid,800000,10k_to_fout_over_2,240000000.0,53.133709885063226,32.680213454740105,33.56083213606377,30.099638383218608,30.983221265710906,30.983221265710906,133.7434727259551,103.59055251185708,190.94958556795333,True
21,6,126,504000000,3024000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,31.941504705465782,28.647315333318712,6.3213922517116385,6.3213922517116385,123.79657423852211,98.57829679488867,175.6424283647441,True
21,6,126,504000000,3024000000,hybrid,800000,10k_to_fout_over_2,252000000.0,53.133710028803655,32.68021354574933,31.96269736145275,28.666322349563185,31.748385785737202,31.748385785737202,127.46115359079117,98.65766988029097,183.65772801435114,True
22,6,132,528000000,3168000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,30.48961812794461,27.34516463634968,6.3213922517116385,6.3213922517116385,118.16945722768021,94.09746512239373,168.70622471490165,True
22,6,132,528000000,3168000000,hybrid,800000,10k_to_fout_over_2,264000000.0,53.133710135281035,32.68021361318992,30.509847544348414,27.363307753778653,32.49553815526063,32.49553815526063,121.74956016765307,94.17323097907465,177.12781192406317,True
23,6,138,552000000,3312000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,29.163982557164406,26.15624443476926,6.3213922517116385,6.3213922517116385,113.03165473952019,90.00627098663747,162.41315415517732,True
23,6,138,552000000,3312000000,hybrid,800000,10k_to_fout_over_2,276000000.0,53.13371021449163,32.68021366334213,29.183332478510334,26.173598761172595,33.22589351695453,33.22589351695453,116.53429109513503,90.07874318734574,171.26077387469337,True
24,6,144,576000000,3456000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,27.948816617282553,25.06640091665387,6.3213922517116385,6.3213922517116385,108.32200245870683,86.25600969552758,156.68209240852397,True
24,6,144,576000000,3456000000,hybrid,800000,10k_to_fout_over_2,288000000.0,53.13371027314069,32.6802137004893,27.967360323695853,25.083032174635278,33.940536236188144,33.940536236188144,111.75334142812775,86.32546262836279,165.9738958384766,True
25,6,150,600000000,3600000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,26.83086395259125,24.063744879987716,6.3213922517116385,6.3213922517116385,103.98912236035856,82.80576930770647,151.44488743118276,True
25,6,150,600000000,3600000000,hybrid,800000,10k_to_fout_over_2,300000000.0,53.13371031662484,32.68021372802121,26.848665933367062,24.07971090793617,34.64043879629701,34.64043879629701,107.3546195781397,82.87244445510031,161.19754115948004,True
26,6,156,624000000,3744000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,25.798907646722355,23.138216230757422,6.3213922517116385,6.3213922517116385,99.989540731114,79.62093202664084,146.64386659369274,True
26,6,156,624000000,3744000000,hybrid,800000,10k_to_fout_over_2,312000000.0,53.133710348613846,32.68021374828251,25.816024951935454,23.15356819506276,35.326477322257865,35.326477322257865,103.2940454264472,79.68504301452086,156.87264997861539,True
27,6,162,648000000,3888000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,24.843392548695604,22.28124525924789,6.3213922517116385,6.3213922517116385,96.28622440773941,76.67200861824674,142.22989773925414,True
27,6,162,648000000,3888000000,hybrid,800000,10k_to_fout_over_2,324000000.0,53.13371037210343,32.6802137631548,24.859875890954914,22.29602864242924,35.99944444015768,35.99944444015768,99.53406522707475,76.73374534782398,152.94878779441842,True
28,4,112,672000000,2688000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,35.934192793649,32.22822974998355,6.3213922517116385,6.3213922517116385,139.27114601833736,110.90058389424975,194.91377190165073,True
28,4,112,672000000,2688000000,hybrid,800000,10k_to_fout_over_2,336000000.0,53.13371038915268,32.680213773953625,35.95803478272742,32.24961286845595,36.660060010861955,36.660060010861955,144.06373182859542,110.98988193940582,204.90299673000263,False
29,4,116,696000000,2784000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,34.69508269731627,31.116911482742736,6.3213922517116385,6.3213922517116385,134.4686927073602,107.07642582893078,188.90543422929034,True
29,4,116,696000000,2784000000,hybrid,800000,10k_to_fout_over_2,348000000.0,53.133710401455595,32.68021378174305,34.718102557115415,31.137557259724026,37.30898015223679,37.30898015223679,139.1873406779028,107.16264486208777,199.26602803774574,True
30,4,120,720000000,2880000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,33.53857994073907,30.07968109998465,6.3213922517116385,6.3213922517116385,129.9864029504482,103.50721163463311,183.31910217684472,True
30,4,120,720000000,2880000000,hybrid,800000,10k_to_fout_over_2,360000000.0,53.133710410185564,32.6802137872726,33.560832477556794,30.099638689492817,37.946804872083746,37.946804872083746,134.63584275957854,103.59055689329051,194.06503784557373,True
31,4,124,744000000,2976000000,hybrid,800000,10k_to_10M,10000000,53.099541241147755,32.65854514538183,32.45669026523135,29.109368806436752,6.3213922517116385,6.3213922517116385,125.79329317785309,100.16826932383846,178.11369608813905,True
