k,m,n,fout_hz,fvco_hz,initial_code,phase0_rad,bank_scale,target_hz,selected_code,searches,trials_last_search,handoff_us,settled,settling_us,final_error_hz,final_phase_rad,control_min_v,control_max_v,rail_violation_cycles
21,6,126,504000000,3024000000,255,2.8,1.0,3024000000,147,1,9,13.208333333333334,True,15.458333333333334,-3.814697265625e-06,-3.3916297634987116e-13,0.4811552812036333,0.6,0
21,6,126,504000000,3024000000,255,3.1405926535897932,1.0,3024000000,148,1,9,13.208333333333334,True,15.375000000000002,-1.430511474609375e-06,5.703317254230571e-13,0.6,0.7402199924124693,0
22,6,132,528000000,3168000000,0,0.0,1.0,3168000000,117,1,9,13.208333333333334,True,15.958333333333332,1.430511474609375e-06,4.253602843675111e-12,0.5553845795131183,0.6131772355040441,0
22,6,132,528000000,3168000000,0,0.7,1.0,3168000000,117,1,9,13.208333333333334,True,15.625,1.430511474609375e-06,3.095173255026318e-12,0.6,0.6728004741041638,0
22,6,132,528000000,3168000000,0,2.8,1.0,3168000000,117,1,9,13.208333333333334,True,15.166666666666666,1.430511474609375e-06,3.095173255026318e-12,0.6,0.6375,0
22,6,132,528000000,3168000000,0,3.1405926535897932,1.0,3168000000,117,1,9,13.208333333333334,True,15.0,1.430511474609375e-06,3.095173255026318e-12,0.5993711334425822,0.6131772355040327,0
22,6,132,528000000,3168000000,127,0.0,1.0,3168000000,117,1,8,11.75,True,13.958333333333334,-4.76837158203125e-07,7.845662466691392e-14,0.6,0.6518437944406745,0
22,6,132,528000000,3168000000,127,0.7,1.0,3168000000,117,1,8,11.75,True,13.75,0.0,7.845662466691392e-14,0.6,0.6375,0
22,6,132,528000000,3168000000,127,2.8,1.0,3168000000,117,1,7,10.291666666666666,True,12.583333333333334,0.0,2.011429252109187e-15,0.5655564792590315,0.6131772355038532,0
22,6,132,528000000,3168000000,127,3.1405926535897932,1.0,3168000000,117,1,7,10.291666666666666,True,12.666666666666666,0.0,2.011429252109187e-15,0.5616702131294077,0.6131772355038511,0
22,6,132,528000000,3168000000,255,0.0,1.0,3168000000,117,1,9,13.208333333333334,True,15.5,0.0,-7.85259504982118e-15,0.6,0.6611191295875827,0
22,6,132,528000000,3168000000,255,0.7,1.0,3168000000,117,1,9,13.208333333333334,True,15.333333333333334,0.0,-7.85259504982118e-15,0.6,0.6447454699271905,0
22,6,132,528000000,3168000000,255,2.8,1.0,3168000000,117,1,8,11.75,True,13.958333333333334,0.0,2.938904725699012e-14,0.5724263393928534,0.6131772355038465,0
22,6,132,528000000,3168000000,255,3.1405926535897932,1.0,3168000000,117,1,8,11.75,True,14.041666666666666,0.0,2.938904725699012e-14,0.5664280364323275,0.6131772355038463,0
23,6,138,552000000,3312000000,0,0.0,1.0,3312000000,90,1,9,13.208333333333334,True,15.333333333333334,-4.76837158203125e-07,1.333703197196424e-13,0.4907404856653432,0.6,0
23,6,138,552000000,3312000000,0,0.7,1.0,3312000000,90,1,9,13.208333333333334,True,15.541666666666668,-4.76837158203125e-07,1.333703197196424e-13,0.482401587642874,0.6,0
23,6,138,552000000,3312000000,0,2.8,1.0,3312000000,90,1,9,13.208333333333334,True,15.5,0.0,-1.1556456715622213e-13,0.525,0.6,0
23,6,138,552000000,3312000000,0,3.1405926535897932,1.0,3312000000,90,1,9,13.208333333333334,True,15.375000000000002,-1.430511474609375e-06,-1.1556456715622213e-13,0.525,0.6,0
23,6,138,552000000,3312000000,127,0.0,1.0,3312000000,90,1,8,11.75,True,13.833333333333334,0.0,1.9606728399089418e-14,0.4920092223023212,0.6,0
23,6,138,552000000,3312000000,127,0.7,1.0,3312000000,90,1,8,11.75,True,14.041666666666666,0.0,1.9606728399089418e-14,0.48298350107270416,0.6,0
23,6,138,552000000,3312000000,127,2.8,1.0,3312000000,90,1,8,11.75,True,14.041666666666666,0.0,-1.9544830335430583e-15,0.525,0.6,0
23,6,138,552000000,3312000000,127,3.1405926535897932,1.0,3312000000,90,1,8,11.75,True,13.958333333333334,0.0,-1.9544830335430583e-15,0.525,0.6,0
23,6,138,552000000,3312000000,255,0.0,1.0,3312000000,90,1,9,13.208333333333334,True,15.125,4.76837158203125e-07,-2.947818046865885e-14,0.49981603933945307,0.6,0
23,6,138,552000000,3312000000,255,0.7,1.0,3312000000,90,1,9,13.208333333333334,True,15.375000000000002,4.76837158203125e-07,-2.947818046865885e-14,0.4877439242394583,0.6,0
23,6,138,552000000,3312000000,255,2.8,1.0,3312000000,90,1,9,13.208333333333334,True,15.625,0.0,-2.784130673445234e-13,0.525,0.6,0
23,6,138,552000000,3312000000,255,3.1405926535897932,1.0,3312000000,90,1,9,13.208333333333334,True,15.541666666666668,-1.430511474609375e-06,-2.784130673445234e-13,0.525,0.6,0
24,6,144,576000000,3456000000,0,0.0,1.0,3456000000,67,1,9,13.208333333333334,True,15.666666666666666,0.0,-2.94029124232497e-13,0.5964755588747211,0.6543289644362366,0
24,6,144,576000000,3456000000,0,0.7,1.0,3456000000,67,1,9,13.208333333333334,True,15.875,0.0,-2.94029124232497e-13,0.5933417752868356,0.6543289644362372,0
24,6,144,576000000,3456000000,0,2.8,1.0,3456000000,67,1,9,13.208333333333334,True,15.333333333333334,0.0,2.5470177499718592e-14,0.6,0.6873310623875681,0
24,6,144,576000000,3456000000,0,3.1405926535897932,1.0,3456000000,67,1,9,13.208333333333334,True,15.25,0.0,2.5470177499718592e-14,0.6,0.6792328376463641,0
24,6,144,576000000,3456000000,127,0.0,1.0,3456000000,67,1,8,11.75,True,13.958333333333334,1.430511474609375e-06,-9.80757326787351e-14,0.6,0.6853471867878997,0
24,6,144,576000000,3456000000,127,0.7,1.0,3456000000,67,1,8,11.75,True,13.5,2.384185791015625e-06,-9.80757326787351e-14,0.6,0.6748751667901683,0
24,6,144,576000000,3456000000,127,2.8,1.0,3456000000,67,1,8,11.75,True,13.875,1.430511474609375e-06,-9.80757326787351e-14,0.6,0.6543289644364366,0
24,6,144,576000000,3456000000,127,3.1405926535897932,1.0,3456000000,67,1,8,11.75,True,13.5,2.384185791015625e-06,-9.80757326787351e-14,0.6,0.6749999999999999,0
24,6,144,576000000,3456000000,255,0.0,1.0,3456000000,67,1,9,13.208333333333334,True,15.666666666666666,0.0,1.1743734474573553e-13,0.6,0.6912835310288198,0
24,6,144,576000000,3456000000,255,0.7,1.0,3456000000,67,1,9,13.208333333333334,True,15.25,0.0,1.1743734474573553e-13,0.6,0.681263769995779,0
24,6,144,576000000,3456000000,255,2.8,1.0,3456000000,67,1,9,13.208333333333334,True,15.208333333333334,0.0,1.1743734474573553e-13,0.6,0.6543289644363768,0
24,6,144,576000000,3456000000,255,3.1405926535897932,1.0,3456000000,67,1,9,13.208333333333334,True,15.291666666666668,0.0,1.1743734474573553e-13,0.6,0.6543289644363913,0
25,6,150,600000000,3600000000,0,0.0,1.0,3600000000,46,1,9,13.208333333333334,True,15.458333333333334,0.0,1.7632437985175533e-14,0.49369083266786057,0.6,0
25,6,150,600000000,3600000000,0,0.7,1.0,3600000000,46,1,9,13.208333333333334,True,15.625,0.0,1.7632437985175533e-14,0.48563003465637544,0.6,0
25,6,150,600000000,3600000000,0,2.8,1.0,3600000000,46,1,9,13.208333333333334,True,15.541666666666668,0.0,2.234449019957751e-13,0.5389772470138514,0.6,0
25,6,150,600000000,3600000000,0,3.1405926535897932,1.0,3600000000,46,1,9,13.208333333333334,True,15.5,0.0,-1.1761561116907298e-13,0.5389772470138513,0.6,0
25,6,150,600000000,3600000000,127,0.0,1.0,3600000000,46,1,8,11.75,True,13.916666666666666,0.0,-1.1765522592981462e-13,0.538977247013786,0.6,0
25,6,150,600000000,3600000000,127,0.7,1.0,3600000000,46,1,8,11.75,True,13.708333333333334,0.0,-1.1765522592981462e-13,0.5389772470137858,0.6,0
25,6,150,600000000,3600000000,127,2.8,1.0,3600000000,46,1,8,11.75,True,14.083333333333332,0.0,-1.1765522592981462e-13,0.489706844799922,0.6,0
25,6,150,600000000,3600000000,127,3.1405926535897932,1.0,3600000000,46,1,8,11.75,True,14.125,0.0,-1.1765522592981462e-13,0.48600144198864753,0.6,0
25,6,150,600000000,3600000000,255,0.0,1.0,3600000000,46,1,9,13.208333333333334,True,15.458333333333334,1.430511474609375e-06,7.823874348283481e-14,0.53897724701378,0.6,0
25,6,150,600000000,3600000000,255,0.7,1.0,3600000000,46,1,9,13.208333333333334,True,15.291666666666668,-4.76837158203125e-07,-3.559740063608878e-12,0.5389772470137898,0.6,0
25,6,150,600000000,3600000000,255,2.8,1.0,3600000000,46,1,9,13.208333333333334,True,15.458333333333334,6.67572021484375e-06,7.823874348283481e-14,0.4957929566510427,0.6,0
25,6,150,600000000,3600000000,255,3.1405926535897932,1.0,3600000000,46,1,9,13.208333333333334,True,15.5,6.67572021484375e-06,7.823874348283481e-14,0.4904132020726352,0.6,0
26,6,156,624000000,3744000000,0,0.0,1.0,3744000000,28,1,9,13.208333333333334,True,15.375000000000002,-1.430511474609375e-06,1.1838452958524915e-12,0.6,0.6749999999999999,0
26,6,156,624000000,3744000000,0,0.7,1.0,3744000000,28,1,9,13.208333333333334,True,15.666666666666666,-1.430511474609375e-06,1.1838452958524915e-12,0.6,0.6749999999999999,0
26,6,156,624000000,3744000000,0,2.8,1.0,3744000000,28,1,9,13.208333333333334,True,15.375000000000002,-2.384185791015625e-06,2.5415707203698818e-14,0.6,0.6944649987661954,0
26,6,156,624000000,3744000000,0,3.1405926535897932,1.0,3744000000,28,1,9,13.208333333333334,True,15.333333333333334,-2.384185791015625e-06,2.5415707203698818e-14,0.6,0.7048265216505025,0
26,6,156,624000000,3744000000,127,0.0,1.0,3744000000,28,1,8,11.75,True,14.5,-1.430511474609375e-06,-5.998891354131992e-13,0.6,0.722505710918221,0
26,6,156,624000000,3744000000,127,0.7,1.0,3744000000,28,1,8,11.75,True,14.166666666666666,-1.9073486328125e-06,-5.998891354131992e-13,0.6,0.7185671210419081,0
26,6,156,624000000,3744000000,127,2.8,1.0,3744000000,28,1,8,11.75,True,13.458333333333332,-1.430511474609375e-06,1.2191002681326572e-12,0.6,0.6824455221977499,0
26,6,156,624000000,3744000000,127,3.1405926535897932,1.0,3744000000,28,1,8,11.75,True,13.125,-1.430511474609375e-06,3.09605566359729e-13,0.6,0.6749999999999999,0
26,6,156,624000000,3744000000,255,0.0,1.0,3744000000,28,1,9,13.208333333333334,True,15.791666666666666,0.0,7.348153146364218e-13,0.6,0.6749999999999999,0
26,6,156,624000000,3744000000,255,0.7,1.0,3744000000,28,1,9,13.208333333333334,True,15.791666666666666,1.430511474609375e-06,-2.2426036775582276e-12,0.6,0.7210492162145831,0
26,6,156,624000000,3744000000,255,2.8,1.0,3744000000,28,1,9,13.208333333333334,True,15.125,1.430511474609375e-06,-2.2426036775582276e-12,0.6,0.6929858832059637,0
26,6,156,624000000,3744000000,255,3.1405926535897932,1.0,3744000000,28,1,9,13.208333333333334,True,14.958333333333334,1.430511474609375e-06,-2.2426036775582276e-12,0.6,0.6842961034381257,0
27,6,162,648000000,3888000000,0,0.0,1.0,3888000000,12,1,9,13.208333333333334,True,15.666666666666666,-2.384185791015625e-06,4.68312363761587e-13,0.6,0.8319567704364945,0
27,6,162,648000000,3888000000,0,0.7,1.0,3888000000,12,1,9,13.208333333333334,True,16.166666666666664,-3.814697265625e-06,4.68312363761587e-13,0.6,0.8319567704364912,0
27,6,162,648000000,3888000000,0,2.8,1.0,3888000000,12,1,9,13.208333333333334,True,14.916666666666668,-2.384185791015625e-06,1.1288721786586506e-12,0.6,0.8511568630279179,0
27,6,162,648000000,3888000000,0,3.1405926535897932,1.0,3888000000,12,1,9,13.208333333333334,True,14.5,-2.384185791015625e-06,-6.901172248872059e-13,0.6,0.8431469246624592,0
27,6,162,648000000,3888000000,127,0.0,1.0,3888000000,11,1,8,11.75,True,13.833333333333334,1.430511474609375e-06,-1.9132403515240813e-12,0.3653343794468298,0.6,0
27,6,162,648000000,3888000000,127,0.7,1.0,3888000000,11,1,8,11.75,True,13.541666666666666,1.430511474609375e-06,1.7247384555676314e-12,0.36533437944683383,0.6,0
27,6,162,648000000,3888000000,127,2.8,1.0,3888000000,11,1,8,11.75,True,13.916666666666666,4.76837158203125e-07,3.543727859113488e-12,0.33255046632884566,0.6,0
27,6,162,648000000,3888000000,127,3.1405926535897932,1.0,3888000000,11,1,8,11.75,True,14.041666666666666,1.430511474609375e-06,-3.732229755069938e-12,0.32828414127476263,0.6,0
27,6,162,648000000,3888000000,255,0.0,1.0,3888000000,11,1,9,13.208333333333334,True,15.375000000000002,-5.7220458984375e-06,2.3361415598431026e-12,0.36533437944615016,0.6,0
27,6,162,648000000,3888000000,255,0.7,1.0,3888000000,11,1,9,13.208333333333334,True,15.166666666666666,-6.67572021484375e-06,-1.3018372472486103e-12,0.3653343794461386,0.6,0
27,6,162,648000000,3888000000,255,2.8,1.0,3888000000,11,1,9,13.208333333333334,True,15.166666666666666,-4.76837158203125e-07,-1.3018372472486103e-12,0.3381430685414038,0.6,0
27,6,162,648000000,3888000000,255,3.1405926535897932,1.0,3888000000,11,1,9,13.208333333333334,True,15.333333333333334,-6.67572021484375e-06,-4.939816054340323e-12,0.33332464611357443,0.6,0
28,4,112,672000000,2688000000,0,0.0,1.0,2688000000,239,1,9,13.208333333333334,True,15.958333333333332,-8.58306884765625e-06,-2.0165095384378542e-13,0.5987512103629826,0.6494755637859937,0
28,4,112,672000000,2688000000,0,0.7,1.0,2688000000,239,1,9,13.208333333333334,True,15.583333333333334,-8.58306884765625e-06,-2.0165095384378542e-13,0.5987512103629833,0.6442902076267811,0
28,4,112,672000000,2688000000,0,2.8,1.0,2688000000,239,1,9,13.208333333333334,True,14.625,-8.106231689453125e-06,-2.0165095384378542e-13,0.5987512103629965,0.6066650931696752,0
28,4,112,672000000,2688000000,0,3.1405926535897932,1.0,2688000000,239,1,9,13.208333333333334,True,15.291666666666668,-1.4781951904296875e-05,-2.0165095384378542e-13,0.5625,0.6,0
28,4,112,672000000,2688000000,127,0.0,1.0,2688000000,239,1,4,5.916666666666667,True,8.416666666666666,-1.9073486328125e-06,-2.306980297460377e-12,0.5522189474786813,0.6,0
28,4,112,672000000,2688000000,127,0.7,1.0,2688000000,239,1,4,5.916666666666667,True,8.541666666666666,-4.76837158203125e-07,1.0820636227554713e-12,0.5987512103637336,0.6487215433405511,0
28,4,112,672000000,2688000000,127,2.8,1.0,2688000000,239,1,4,5.916666666666667,True,7.791666666666667,-4.76837158203125e-07,1.0820636227554713e-12,0.5987512103637319,0.6209192718628034,0
28,4,112,672000000,2688000000,127,3.1405926535897932,1.0,2688000000,239,1,4,5.916666666666667,True,7.583333333333333,-4.76837158203125e-07,1.0820636227554713e-12,0.5987512103637341,0.6126513317990703,0
28,4,112,672000000,2688000000,255,0.0,1.0,2688000000,239,1,5,7.375,True,9.708333333333334,0.0,1.353223268306391e-13,0.5557533359326896,0.6,0
28,4,112,672000000,2688000000,255,0.7,1.0,2688000000,239,1,5,7.375,True,10.083333333333334,0.0,1.353223268306391e-13,0.549671100936344,0.6,0
28,4,112,672000000,2688000000,255,2.8,1.0,2688000000,239,1,5,7.375,True,9.416666666666668,4.76837158203125e-07,1.705376843500631e-12,0.5987512103637099,0.6298687176688851,0
28,4,112,672000000,2688000000,255,3.1405926535897932,1.0,2688000000,239,1,5,7.375,True,9.291666666666666,4.76837158203125e-07,1.705376843500631e-12,0.5987512103637124,0.622548848920103,0
29,4,116,696000000,2784000000,0,0.0,1.0,2784000000,210,1,9,13.208333333333334,True,14.375,1.9073486328125e-06,8.64598538220004e-13,0.6,0.7125,0
29,4,116,696000000,2784000000,0,0.7,1.0,2784000000,209,1,9,13.208333333333334,True,15.291666666666668,2.86102294921875e-06,-9.543908653258524e-13,0.48710378410496025,0.6,0
29,4,116,696000000,2784000000,0,2.8,1.0,2784000000,210,1,9,13.208333333333334,True,16.333333333333332,-1.9073486328125e-06,-2.773380268871709e-12,0.6,0.6906926979574403,0
29,4,116,696000000,2784000000,0,3.1405926535897932,1.0,2784000000,210,1,9,13.208333333333334,True,15.666666666666666,2.86102294921875e-06,-2.9383105042878876e-13,0.6,0.7279933024124352,0
29,4,116,696000000,2784000000,127,0.0,1.0,2784000000,209,1,8,11.75,True,14.375,0.0,-5.938746550372425e-13,0.5193998972210783,0.6,0
29,4,116,696000000,2784000000,127,0.7,1.0,2784000000,209,1,8,11.75,True,14.125,0.0,-5.938746550372425e-13,0.5193998972210773,0.6,0
29,4,116,696000000,2784000000,127,2.8,1.0,2784000000,209,1,8,11.75,True,13.333333333333334,0.0,-1.3912730415077837e-13,0.5193998972210748,0.6,0
29,4,116,696000000,2784000000,127,3.1405926535897932,1.0,2784000000,209,1,8,11.75,True,12.791666666666666,0.0,-1.3912730415077837e-13,0.5183531993344772,0.6,0
29,4,116,696000000,2784000000,255,0.0,1.0,2784000000,210,1,9,13.208333333333334,True,15.708333333333334,0.0,-1.136620784961525e-13,0.6,0.6906926979571274,0
29,4,116,696000000,2784000000,255,0.7,1.0,2784000000,209,1,9,13.208333333333334,True,15.708333333333334,0.0,-1.3522328992878497e-13,0.5193998972211055,0.6,0
29,4,116,696000000,2784000000,255,2.8,1.0,2784000000,209,1,9,13.208333333333334,True,15.083333333333334,0.0,5.468977364009113e-13,0.5193998972211028,0.6,0
29,4,116,696000000,2784000000,255,3.1405926535897932,1.0,2784000000,209,1,9,13.208333333333334,True,14.875,0.0,9.215038551444709e-14,0.5193998972211028,0.6,0
30,4,120,720000000,2880000000,0,0.0,1.0,2880000000,183,1,9,13.208333333333334,True,15.5,-4.76837158203125e-06,-1.00928475299821e-12,0.5925907069856126,0.6375,0
30,4,120,720000000,2880000000,0,0.7,1.0,2880000000,183,1,9,13.208333333333334,True,15.916666666666666,-5.7220458984375e-06,-1.00928475299821e-12,0.5851621563296844,0.6375,0
30,4,120,720000000,2880000000,0,2.8,1.0,2880000000,183,1,9,13.208333333333334,True,15.333333333333334,0.0,-3.487249381011464e-13,0.6,0.6678281861371859,0
30,4,120,720000000,2880000000,0,3.1405926535897932,1.0,2880000000,183,1,9,13.208333333333334,True,15.25,0.0,-3.487249381011464e-13,0.6,0.6608597194914652,0
30,4,120,720000000,2880000000,127,0.0,1.0,2880000000,183,1,8,11.75,True,13.125,0.0,-7.859636471297526e-13,0.6,0.6375,0
30,4,120,720000000,2880000000,127,0.7,1.0,2880000000,183,1,8,11.75,True,13.708333333333334,1.430511474609375e-06,1.2353105464317557e-13,0.6,0.6375,0
30,4,120,720000000,2880000000,127,2.8,1.0,2880000000,183,1,8,11.75,True,14.333333333333334,0.0,-1.2540383223268897e-13,0.6,0.6839201141920674,0
30,4,120,720000000,2880000000,127,3.1405926535897932,1.0,2880000000,183,1,8,11.75,True,14.208333333333332,0.0,-5.801511831191531e-13,0.6,0.6814311292404929,0
30,4,120,720000000,2880000000,255,0.0,1.0,2880000000,183,1,9,13.208333333333334,True,14.25,4.76837158203125e-07,-3.7226786771533185e-14,0.6,0.6375,0
30,4,120,720000000,2880000000,255,0.7,1.0,2880000000,183,1,9,13.208333333333334,True,14.916666666666668,0.0,-3.7226786771533185e-14,0.6,0.6375,0
30,4,120,720000000,2880000000,255,2.8,1.0,2880000000,183,1,9,13.208333333333334,True,16.375,0.0,3.9595935268229847e-13,0.6,0.6838785042044206,0
30,4,120,720000000,2880000000,255,3.1405926535897932,1.0,2880000000,183,1,9,13.208333333333334,True,15.833333333333334,0.0,1.685856772390664e-13,0.6,0.6839702526283882,0
31,4,124,744000000,2976000000,0,0.0,1.0,2976000000,159,1,9,13.208333333333334,True,15.416666666666668,-1.430511474609375e-06,-1.096293163017487e-13,0.6,0.6547399844874737,0
31,4,124,744000000,2976000000,0,0.7,1.0,2976000000,159,1,9,13.208333333333334,True,15.541666666666668,-1.430511474609375e-06,-1.096293163017487e-13,0.6,0.6547399844874651,0
31,4,124,744000000,2976000000,0,2.8,1.0,2976000000,159,1,9,13.208333333333334,True,15.583333333333334,-2.384185791015625e-06,-1.2680589049505414e-12,0.6,0.7108574748054224,0
31,4,124,744000000,2976000000,0,3.1405926535897932,1.0,2976000000,159,1,9,13.208333333333334,True,15.541666666666668,-2.384185791015625e-06,-1.2680589049505414e-12,0.6,0.7069470354017489,0
31,4,124,744000000,2976000000,127,0.0,1.0,2976000000,159,1,8,11.75,True,13.916666666666666,0.0,4.4104368634874555e-13,0.6,0.6749999999999999,0
31,4,124,744000000,2976000000,127,0.7,1.0,2976000000,159,1,8,11.75,True,14.708333333333332,0.0,1.92108799472881e-13,0.6,0.7151225841053728,0
31,4,124,744000000,2976000000,127,2.8,1.0,2976000000,159,1,8,11.75,True,13.833333333333334,0.0,-3.5264875970351066e-14,0.6,0.6826669035940929,0
31,4,124,744000000,2976000000,127,3.1405926535897932,1.0,2976000000,159,1,8,11.75,True,13.625,0.0,-4.900122268568152e-13,0.6,0.6776992299567624,0
31,4,124,744000000,2976000000,255,0.0,1.0,2976000000,159,1,9,13.208333333333334,True,15.083333333333334,0.0,3.429976647405667e-13,0.6,0.6749999999999999,0
31,4,124,744000000,2976000000,255,0.7,1.0,2976000000,159,1,9,13.208333333333334,True,15.583333333333334,0.0,-1.1174968614589745e-13,0.6,0.6749999999999999,0
31,4,124,744000000,2976000000,255,2.8,1.0,2976000000,159,1,9,13.208333333333334,True,15.541666666666668,0.0,3.214364533079342e-13,0.6,0.6884318177629503,0
31,4,124,744000000,2976000000,255,3.1405926535897932,1.0,2976000000,159,1,9,13.208333333333334,True,15.333333333333334,0.0,9.406277786470214e-14,0.6,0.6835117302380288,0
32,4,128,768000000,3072000000,0,0.0,1.0,3072000000,137,1,9,13.208333333333334,True,15.416666666666668,0.0,1.4956405578876672e-12,0.5908615188087489,0.6313204169630361,0
32,4,128,768000000,3072000000,0,0.7,1.0,3072000000,137,1,9,13.208333333333334,True,15.333333333333334,0.0,3.314629961433524e-12,0.5985138055480211,0.6375,0
32,4,128,768000000,3072000000,0,2.8,1.0,3072000000,137,1,9,13.208333333333334,True,15.666666666666666,0.0,1.2467056710118028e-12,0.6,0.6814332300480942,0
32,4,128,768000000,3072000000,0,3.1405926535897932,1.0,3072000000,137,1,9,13.208333333333334,True,15.583333333333334,0.0,1.2467056710118028e-12,0.6,0.6785807428590378,0
32,4,128,768000000,3072000000,127,0.0,1.0,3072000000,137,1,8,11.75,True,14.0,0.0,-1.0588376112272191e-13,0.5947486470531788,0.6375,0
32,4,128,768000000,3072000000,127,0.7,1.0,3072000000,137,1,8,11.75,True,14.291666666666668,0.0,-1.0588376112272191e-13,0.586935535679472,0.6375,0
32,4,128,768000000,3072000000,127,2.8,1.0,3072000000,137,1,8,11.75,True,13.916666666666666,0.0,9.992870288787767e-14,0.6,0.670621733697446,0
32,4,128,768000000,3072000000,127,3.1405926535897932,1.0,3072000000,137,1,8,11.75,True,13.833333333333334,0.0,9.992870288787767e-14,0.6,0.6643735383580766,0
32,4,128,768000000,3072000000,255,0.0,1.0,3072000000,137,1,9,13.208333333333334,True,15.291666666666668,0.0,-1.9602073664702273e-12,0.599744915032761,0.6375,0
32,4,128,768000000,3072000000,255,0.7,1.0,3072000000,137,1,9,13.208333333333334,True,15.541666666666668,0.0,7.682767388485574e-13,0.5912761268775785,0.6375,0
32,4,128,768000000,3072000000,255,2.8,1.0,3072000000,137,1,9,13.208333333333334,True,15.5,0.0,-1.2996475515731637e-12,0.6,0.6759690719692512,0
32,4,128,768000000,3072000000,255,3.1405926535897932,1.0,3072000000,137,1,9,13.208333333333334,True,15.416666666666668,0.0,5.193418519726928e-13,0.6,0.6715679700091627,0
33,4,132,792000000,3168000000,0,0.0,1.0,3168000000,117,1,9,13.208333333333334,True,15.958333333333332,1.430511474609375e-06,4.253602843675111e-12,0.5553845795131183,0.6131772355040441,0
33,4,132,792000000,3168000000,0,0.7,1.0,3168000000,117,1,9,13.208333333333334,True,15.625,1.430511474609375e-06,3.095173255026318e-12,0.6,0.6728004741041638,0
33,4,132,792000000,3168000000,0,2.8,1.0,3168000000,117,1,9,13.208333333333334,True,15.166666666666666,1.430511474609375e-06,3.095173255026318e-12,0.6,0.6375,0
33,4,132,792000000,3168000000,0,3.1405926535897932,1.0,3168000000,117,1,9,13.208333333333334,True,15.0,1.430511474609375e-06,3.095173255026318e-12,0.5993711334425822,0.6131772355040327,0
33,4,132,792000000,3168000000,127,0.0,1.0,3168000000,117,1,8,11.75,True,13.958333333333334,-4.76837158203125e-07,7.845662466691392e-14,0.6,0.6518437944406745,0
33,4,132,792000000,3168000000,127,0.7,1.0,3168000000,117,1,8,11.75,True,13.75,0.0,7.845662466691392e-14,0.6,0.6375,0
33,4,132,792000000,3168000000,127,2.8,1.0,3168000000,117,1,7,10.291666666666666,True,12.583333333333334,0.0,2.011429252109187e-15,0.5655564792590315,0.6131772355038532,0
33,4,132,792000000,3168000000,127,3.1405926535897932,1.0,3168000000,117,1,7,10.291666666666666,True,12.666666666666666,0.0,2.011429252109187e-15,0.5616702131294077,0.6131772355038511,0
33,4,132,792000000,3168000000,255,0.0,1.0,3168000000,117,1,9,13.208333333333334,True,15.5,0.0,-7.85259504982118e-15,0.6,0.6611191295875827,0
33,4,132,792000000,3168000000,255,0.7,1.0,3168000000,117,1,9,13.208333333333334,True,15.333333333333334,0.0,-7.85259504982118e-15,0.6,0.6447454699271905,0
33,4,132,792000000,3168000000,255,2.8,1.0,3168000000,117,1,8,11.75,True,13.958333333333334,0.0,2.938904725699012e-14,0.5724263393928534,0.6131772355038465,0
33,4,132,792000000,3168000000,255,3.1405926535897932,1.0,3168000000,117,1,8,11.75,True,14.041666666666666,0.0,2.938904725699012e-14,0.5664280364323275,0.6131772355038463,0
34,4,136,816000000,3264000000,0,0.0,1.0,3264000000,99,1,9,13.208333333333334,True,15.541666666666668,4.76837158203125e-07,-1.3896379524827204e-12,0.6,0.7136983651625503,0
34,4,136,816000000,3264000000,0,0.7,1.0,3264000000,99,1,9,13.208333333333334,True,15.375000000000002,0.0,1.3388461528360644e-12,0.6,0.7038139847858197,0
34,4,136,816000000,3264000000,0,2.8,1.0,3264000000,99,1,9,13.208333333333334,True,15.375000000000002,0.0,2.2483408546089928e-12,0.6,0.6653831162545333,0
34,4,136,816000000,3264000000,0,3.1405926535897932,1.0,3264000000,99,1,9,13.208333333333334,True,15.458333333333334,0.0,2.2483408546089928e-12,0.6,0.6653831162545303,0
34,4,136,816000000,3264000000,127,0.0,1.0,3264000000,99,1,8,11.75,True,14.541666666666666,0.0,-2.1558735510086122e-14,0.5971199545994545,0.6656191713394382,0
34,4,136,816000000,3264000000,127,0.7,1.0,3264000000,99,1,8,11.75,True,14.0,0.0,-1.469823751231459e-14,0.6,0.7094503993152972,0
34,4,136,816000000,3264000000,127,2.8,1.0,3264000000,99,1,8,11.75,True,12.708333333333334,0.0,1.3723471918089415e-14,0.6,0.6749999999999999,0
34,4,136,816000000,3264000000,127,3.1405926535897932,1.0,3264000000,99,1,8,11.75,True,13.208333333333334,0.0,-1.469823751231459e-14,0.6,0.6749999999999999,0
34,4,136,816000000,3264000000,255,0.0,1.0,3264000000,99,1,9,13.208333333333334,True,15.833333333333334,4.76837158203125e-07,-1.4662416069404918e-12,0.5959573852483039,0.6656927913941125,0
34,4,136,816000000,3264000000,255,0.7,1.0,3264000000,99,1,9,13.208333333333334,True,16.0,1.430511474609375e-06,1.0381290972950025e-13,0.6,0.7028181255241046,0
34,4,136,816000000,3264000000,255,2.8,1.0,3264000000,99,1,9,13.208333333333334,True,14.75,1.430511474609375e-06,-1.7151764938163562e-12,0.6,0.6749999999999999,0
34,4,136,816000000,3264000000,255,3.1405926535897932,1.0,3264000000,99,1,9,13.208333333333334,True,14.166666666666666,1.430511474609375e-06,1.0133076115024285e-12,0.6,0.6749999999999999,0
