time_s,code,state,phase_error_rad,vctrl_v,vc1_v,fvco_hz,searches
4.583333333333333214e-07,1.270000000000000000e+02,0.000000000000000000e+00,2.487648508473867093e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
4.999999999999999774e-07,1.270000000000000000e+02,0.000000000000000000e+00,2.078963344955305992e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
5.416666666666666333e-07,1.270000000000000000e+02,0.000000000000000000e+00,1.670278181436744669e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
5.833333333333332893e-07,1.270000000000000000e+02,0.000000000000000000e+00,1.261593017918183346e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
6.250000000000000511e-07,1.270000000000000000e+02,0.000000000000000000e+00,8.529078543996222450e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
6.666666666666667071e-07,1.270000000000000000e+02,0.000000000000000000e+00,4.442226908810609776e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
7.083333333333333630e-07,1.270000000000000000e+02,0.000000000000000000e+00,3.553752736249974481e-02,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
7.500000000000000190e-07,1.270000000000000000e+02,0.000000000000000000e+00,-3.731476361560615018e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
7.916666666666666750e-07,1.270000000000000000e+02,0.000000000000000000e+00,-7.818327996746226027e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
8.333333333333333309e-07,1.270000000000000000e+02,0.000000000000000000e+00,-1.190517963193638673e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
8.749999999999999869e-07,1.270000000000000000e+02,0.000000000000000000e+00,-1.599203126712654521e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
9.166666666666666428e-07,1.270000000000000000e+02,0.000000000000000000e+00,-2.007888290231670592e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
9.583333333333334047e-07,1.270000000000000000e+02,0.000000000000000000e+00,-2.416573453750686440e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
9.999999999999999547e-07,1.270000000000000000e+02,0.000000000000000000e+00,-2.825258617269702288e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.041666666666666717e-06,1.270000000000000000e+02,0.000000000000000000e+00,3.049241526390868096e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.083333333333333267e-06,1.270000000000000000e+02,0.000000000000000000e+00,2.640556362871852247e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.125000000000000029e-06,1.270000000000000000e+02,0.000000000000000000e+00,2.231871199352835955e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.166666666666666579e-06,1.270000000000000000e+02,0.000000000000000000e+00,1.823186035833820107e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.208333333333333340e-06,1.270000000000000000e+02,0.000000000000000000e+00,1.414500872314804258e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.250000000000000102e-06,1.270000000000000000e+02,0.000000000000000000e+00,1.005815708795788188e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.291666666666666652e-06,1.270000000000000000e+02,0.000000000000000000e+00,5.971305452767722288e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.333333333333333414e-06,1.270000000000000000e+02,0.000000000000000000e+00,1.884453817577563528e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.374999999999999964e-06,1.270000000000000000e+02,0.000000000000000000e+00,-2.202397817612596065e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.118438937665384293e+09,1.000000000000000000e+00
1.416666666666666726e-06,6.300000000000000000e+01,0.000000000000000000e+00,-6.289249452802755380e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.458333333333333276e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.603613611734973410e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.500000000000000038e-06,6.300000000000000000e+01,0.000000000000000000e+00,1.082022229332809116e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.541666666666666588e-06,6.300000000000000000e+01,0.000000000000000000e+00,4.767658070400591641e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.583333333333333350e-06,6.300000000000000000e+01,0.000000000000000000e+00,8.453293911468373611e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.624999999999999900e-06,6.300000000000000000e+01,0.000000000000000000e+00,1.213892975253615614e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.666666666666666662e-06,6.300000000000000000e+01,0.000000000000000000e+00,1.582456559360393866e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.708333333333333424e-06,6.300000000000000000e+01,0.000000000000000000e+00,1.951020143467172119e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.749999999999999974e-06,6.300000000000000000e+01,0.000000000000000000e+00,2.319583727573041099e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.791666666666666736e-06,6.300000000000000000e+01,0.000000000000000000e+00,2.688147311679819129e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.833333333333333286e-06,6.300000000000000000e+01,0.000000000000000000e+00,3.056710895786597160e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.875000000000000048e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.857910827286211042e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.916666666666666809e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.489347243179432567e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.958333333333333359e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.120783659072654537e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
1.999999999999999909e-06,6.300000000000000000e+01,0.000000000000000000e+00,-1.752220074965876062e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.041666666666666460e-06,6.300000000000000000e+01,0.000000000000000000e+00,-1.383656490859097810e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.083333333333333433e-06,6.300000000000000000e+01,0.000000000000000000e+00,-1.015092906752319779e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.124999999999999983e-06,6.300000000000000000e+01,0.000000000000000000e+00,-6.465293226455414155e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.166666666666666533e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.779657385387631630e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.208333333333333507e-06,6.300000000000000000e+01,0.000000000000000000e+00,9.059784556801508959e-02,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.250000000000000057e-06,6.300000000000000000e+01,0.000000000000000000e+00,4.591614296747932866e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.291666666666666607e-06,6.300000000000000000e+01,0.000000000000000000e+00,8.277250137815714837e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.333333333333333157e-06,6.300000000000000000e+01,0.000000000000000000e+00,1.196288597888349736e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.375000000000000131e-06,6.300000000000000000e+01,0.000000000000000000e+00,1.564852181995127989e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.416666666666666681e-06,6.300000000000000000e+01,0.000000000000000000e+00,1.933415766101906241e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.458333333333333231e-06,6.300000000000000000e+01,0.000000000000000000e+00,2.301979350208684494e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.500000000000000205e-06,6.300000000000000000e+01,0.000000000000000000e+00,2.670542934315462968e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.541666666666666755e-06,6.300000000000000000e+01,0.000000000000000000e+00,3.039106518422240999e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.583333333333333305e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.875515204650567203e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.624999999999999855e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.506951620543788728e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.666666666666666828e-06,6.300000000000000000e+01,0.000000000000000000e+00,-2.138388036437010697e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.708333333333333378e-06,6.300000000000000000e+01,0.000000000000000000e+00,-1.769824452330232445e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.749999999999999928e-06,6.300000000000000000e+01,0.000000000000000000e+00,-1.401260868223454192e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.791666666666666479e-06,6.300000000000000000e+01,0.000000000000000000e+00,-1.032697284116675940e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.833333333333333452e-06,6.300000000000000000e+01,0.000000000000000000e+00,-6.641337000098977983e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.481407809190100670e+09,1.000000000000000000e+00
2.875000000000000002e-06,3.100000000000000000e+01,0.000000000000000000e+00,-2.955701159031194902e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
2.916666666666666552e-06,3.100000000000000000e+01,0.000000000000000000e+00,-8.474566781761646572e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
2.958333333333333526e-06,3.100000000000000000e+01,0.000000000000000000e+00,-1.399343240449209658e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.000000000000000076e-06,3.100000000000000000e+01,0.000000000000000000e+00,-1.951229802722254769e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.041666666666666626e-06,3.100000000000000000e+01,0.000000000000000000e+00,-2.503116364995300103e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.083333333333333176e-06,3.100000000000000000e+01,0.000000000000000000e+00,-3.055002927268345214e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.125000000000000150e-06,3.100000000000000000e+01,0.000000000000000000e+00,2.676295817638196350e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.166666666666666700e-06,3.100000000000000000e+01,0.000000000000000000e+00,2.124409255365151239e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.208333333333333250e-06,3.100000000000000000e+01,0.000000000000000000e+00,1.572522693092105905e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.249999999999999800e-06,3.100000000000000000e+01,0.000000000000000000e+00,1.020636130819060794e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.291666666666666774e-06,3.100000000000000000e+01,0.000000000000000000e+00,4.687495685460156825e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.333333333333333324e-06,3.100000000000000000e+01,0.000000000000000000e+00,-8.313699372702942902e-02,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.374999999999999874e-06,3.100000000000000000e+01,0.000000000000000000e+00,-6.350235560000745405e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.416666666666666847e-06,3.100000000000000000e+01,0.000000000000000000e+00,-1.186910118273119652e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.458333333333333397e-06,3.100000000000000000e+01,0.000000000000000000e+00,-1.738796680546164763e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.499999999999999947e-06,3.100000000000000000e+01,0.000000000000000000e+00,-2.290683242819210097e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.541666666666666498e-06,3.100000000000000000e+01,0.000000000000000000e+00,-2.842569805092255208e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.583333333333333471e-06,3.100000000000000000e+01,0.000000000000000000e+00,2.888728939814286356e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.625000000000000021e-06,3.100000000000000000e+01,0.000000000000000000e+00,2.336842377541241245e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.666666666666666571e-06,3.100000000000000000e+01,0.000000000000000000e+00,1.784955815268195911e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.708333333333333545e-06,3.100000000000000000e+01,0.000000000000000000e+00,1.233069252995150800e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.750000000000000095e-06,3.100000000000000000e+01,0.000000000000000000e+00,6.811826907221057992e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.791666666666666645e-06,3.100000000000000000e+01,0.000000000000000000e+00,1.292961284490606599e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.833333333333333619e-06,3.100000000000000000e+01,0.000000000000000000e+00,-4.225904338239844793e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.875000000000000169e-06,3.100000000000000000e+01,0.000000000000000000e+00,-9.744769960970295353e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.916666666666666719e-06,3.100000000000000000e+01,0.000000000000000000e+00,-1.526363558370074758e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.958333333333333269e-06,3.100000000000000000e+01,0.000000000000000000e+00,-2.078250120643119647e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
3.999999999999999819e-06,3.100000000000000000e+01,0.000000000000000000e+00,-2.630136682916165203e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.041666666666666369e-06,3.100000000000000000e+01,0.000000000000000000e+00,3.101162061990376362e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.083333333333332919e-06,3.100000000000000000e+01,0.000000000000000000e+00,2.549275499717331250e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.125000000000000316e-06,3.100000000000000000e+01,0.000000000000000000e+00,1.997388937444286139e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.166666666666666866e-06,3.100000000000000000e+01,0.000000000000000000e+00,1.445502375171241027e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.208333333333333416e-06,3.100000000000000000e+01,0.000000000000000000e+00,8.936158128981958049e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.249999999999999966e-06,3.100000000000000000e+01,0.000000000000000000e+00,3.417292506251506934e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.291666666666666517e-06,3.100000000000000000e+01,0.000000000000000000e+00,-2.101573116478944181e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.717891948614120960e+09,1.000000000000000000e+00
4.333333333333333067e-06,1.500000000000000000e+01,0.000000000000000000e+00,-7.620438739209395296e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.374999999999999617e-06,1.500000000000000000e+01,0.000000000000000000e+00,-2.918964596330370309e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.416666666666667014e-06,1.500000000000000000e+01,0.000000000000000000e+00,1.207299988439785698e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.458333333333333564e-06,1.500000000000000000e+01,0.000000000000000000e+00,-9.496207339696448591e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.500000000000000114e-06,1.500000000000000000e+01,0.000000000000000000e+00,-3.106541456379075417e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.541666666666666664e-06,1.500000000000000000e+01,0.000000000000000000e+00,1.019723128391080369e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.583333333333333214e-06,1.500000000000000000e+01,0.000000000000000000e+00,-1.137197594018350300e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.624999999999999764e-06,1.500000000000000000e+01,0.000000000000000000e+00,2.989066990751805708e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.666666666666666314e-06,1.500000000000000000e+01,0.000000000000000000e+00,8.321462683423751505e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.708333333333333711e-06,1.500000000000000000e+01,0.000000000000000000e+00,-1.324774454067055407e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.750000000000000262e-06,1.500000000000000000e+01,0.000000000000000000e+00,2.801490130703100156e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.791666666666666812e-06,1.500000000000000000e+01,0.000000000000000000e+00,6.445694082936698210e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.833333333333333362e-06,1.500000000000000000e+01,0.000000000000000000e+00,-1.512351314115760736e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.874999999999999912e-06,1.500000000000000000e+01,0.000000000000000000e+00,2.613913270654395049e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.916666666666666462e-06,1.500000000000000000e+01,0.000000000000000000e+00,4.569925482449644916e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
4.958333333333333012e-06,1.500000000000000000e+01,0.000000000000000000e+00,-1.699928174164466066e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.000000000000000409e-06,1.500000000000000000e+01,0.000000000000000000e+00,2.426336410605689942e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.041666666666666959e-06,1.500000000000000000e+01,0.000000000000000000e+00,2.694156881962591066e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.083333333333333509e-06,1.500000000000000000e+01,0.000000000000000000e+00,-1.887505034213171395e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.125000000000000059e-06,1.500000000000000000e+01,0.000000000000000000e+00,2.238759550556984390e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.166666666666666609e-06,1.500000000000000000e+01,0.000000000000000000e+00,8.183882814755380486e-02,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.208333333333333159e-06,1.500000000000000000e+01,0.000000000000000000e+00,-2.075081894261876947e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.249999999999999709e-06,1.500000000000000000e+01,0.000000000000000000e+00,2.051182690508279283e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.291666666666666260e-06,1.500000000000000000e+01,0.000000000000000000e+00,-1.057380319011515246e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.333333333333333657e-06,1.500000000000000000e+01,0.000000000000000000e+00,-2.262658754310582054e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.375000000000000207e-06,1.500000000000000000e+01,0.000000000000000000e+00,1.863605830459573731e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.416666666666666757e-06,1.500000000000000000e+01,0.000000000000000000e+00,-2.933148919498568263e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.458333333333333307e-06,1.500000000000000000e+01,0.000000000000000000e+00,-2.450235614359287606e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.499999999999999857e-06,1.500000000000000000e+01,0.000000000000000000e+00,1.676028970410868402e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.541666666666666407e-06,1.500000000000000000e+01,0.000000000000000000e+00,-4.808917519985621558e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.583333333333332957e-06,1.500000000000000000e+01,0.000000000000000000e+00,-2.637812474407992713e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.625000000000000354e-06,1.500000000000000000e+01,0.000000000000000000e+00,1.488452110362163072e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.666666666666666904e-06,1.500000000000000000e+01,0.000000000000000000e+00,-6.684686120472674853e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.708333333333333454e-06,1.500000000000000000e+01,0.000000000000000000e+00,-2.825389334456698265e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.750000000000000004e-06,1.500000000000000000e+01,0.000000000000000000e+00,1.300875250313457743e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.855761169724107742e+09,1.000000000000000000e+00
5.791666666666666555e-06,7.000000000000000000e+00,0.000000000000000000e+00,-8.560454720959728148e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.930707455651634216e+09,1.000000000000000000e+00
5.833333333333333105e-06,7.000000000000000000e+00,0.000000000000000000e+00,-2.241630342398382325e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.930707455651634216e+09,1.000000000000000000e+00
5.874999999999999655e-06,7.000000000000000000e+00,0.000000000000000000e+00,2.655970094478794952e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.930707455651634216e+09,1.000000000000000000e+00
5.916666666666667052e-06,7.000000000000000000e+00,0.000000000000000000e+00,1.270385224176385552e+00,5.999999999999999778e-01,5.999999999999999778e-01,3.930707455651634216e+09,1.000000000000000000e+00
5.958333333333333602e-06,7.000000000000000000e+00,0.000000000000000000e+00,-1.151996461260239302e-01,5.999999999999999778e-01,5.999999999999999778e-01,3.930707455651634216e+09,1.000000000000000000e+00
